branch_id,branch_code,month_number,month_name,tier,province,city,compliance_score,risk_score,exceptions_count
61,SMA061,12,December,Small,Nova Scotia,Dartmouth,84.85,16.02,2
62,SMA062,1,January,Small,Saskatchewan,Prince Albert,89.07,10.18,0
62,SMA062,2,February,Small,Saskatchewan,Prince Albert,91.16,8.84,2
62,SMA062,3,March,Small,Saskatchewan,Prince Albert,92.63,6.87,0
62,SMA062,4,April,Small,Saskatchewan,Prince Albert,92.84,4.92,1
62,SMA062,5,May,Small,Saskatchewan,Prince Albert,94.74,5.66,2
62,SMA062,6,June,Small,Saskatchewan,Prince Albert,90.66,11.95,4
62,SMA062,7,July,Small,Saskatchewan,Prince Albert,88.95,11.89,0
62,SMA062,8,August,Small,Saskatchewan,Prince Albert,85.83,11.92,4
62,SMA062,9,September,Small,Saskatchewan,Prince Albert,82.61,17.99,4
62,SMA062,10,October,Small,Saskatchewan,Prince Albert,83.33,16.08,3
62,SMA062,11,November,Small,Saskatchewan,Prince Albert,84.46,16.11,0
62,SMA062,12,December,Small,Saskatchewan,Prince Albert,86.47,13.55,4
63,SMA063,1,January,Small,New Brunswick,Fredericton,87.75,11.04,3
63,SMA063,2,February,Small,New Brunswick,Fredericton,91.3,9.17,1
63,SMA063,3,March,Small,New Brunswick,Fredericton,92.81,6.45,4
63,SMA063,4,April,Small,New Brunswick,Fredericton,91.2,9.02,1
63,SMA063,5,May,Small,New Brunswick,Fredericton,90.62,7.49,3
63,SMA063,6,June,Small,New Brunswick,Fredericton,90.39,9.69,3
63,SMA063,7,July,Small,New Brunswick,Fredericton,86.89,13.81,0
63,SMA063,8,August,Small,New Brunswick,Fredericton,85.16,12.33,0
63,SMA063,9,September,Small,New Brunswick,Fredericton,83.27,14.29,0
63,SMA063,10,October,Small,New Brunswick,Fredericton,82.55,18.14,4
63,SMA063,11,November,Small,New Brunswick,Fredericton,83.04,16.75,0
63,SMA063,12,December,Small,New Brunswick,Fredericton,85.39,14.02,4
64,SMA064,1,January,Small,New Brunswick,Fredericton,89.74,10.5,1
64,SMA064,2,February,Small,New Brunswick,Fredericton,94.16,6.67,1
64,SMA064,3,March,Small,New Brunswick,Fredericton,91.86,7.26,0
64,SMA064,4,April,Small,New Brunswick,Fredericton,91.54,6.25,0
64,SMA064,5,May,Small,New Brunswick,Fredericton,92.97,7.88,2
64,SMA064,6,June,Small,New Brunswick,Fredericton,89.65,10.93,4
64,SMA064,7,July,Small,New Brunswick,Fredericton,86.98,14.93,4
64,SMA064,8,August,Small,New Brunswick,Fredericton,84.91,15.48,0
64,SMA064,9,September,Small,New Brunswick,Fredericton,83.27,17.65,4
64,SMA064,10,October,Small,New Brunswick,Fredericton,82.65,17.51,1
64,SMA064,11,November,Small,New Brunswick,Fredericton,84.16,17.27,1
64,SMA064,12,December,Small,New Brunswick,Fredericton,87.32,13.44,1
65,SMA065,1,January,Small,Quebec,Montreal,87.61,12.39,3
65,SMA065,2,February,Small,Quebec,Montreal,90.69,10.4,4
65,SMA065,3,March,Small,Quebec,Montreal,93.91,4.23,1
65,SMA065,4,April,Small,Quebec,Montreal,92.37,7.41,1
65,SMA065,5,May,Small,Quebec,Montreal,94.56,8.69,0
65,SMA065,6,June,Small,Quebec,Montreal,90.79,7.97,1
65,SMA065,7,July,Small,Quebec,Montreal,88.16,11.31,3
65,SMA065,8,August,Small,Quebec,Montreal,83.14,16.09,3
65,SMA065,9,September,Small,Quebec,Montreal,83.31,13.29,0
65,SMA065,10,October,Small,Quebec,Montreal,81.28,19.05,4
65,SMA065,11,November,Small,Quebec,Montreal,82.17,19.79,3
65,SMA065,12,December,Small,Quebec,Montreal,84.6,14.59,2
66,SMA066,1,January,Small,British Columbia,Victoria,89.57,10.15,0
66,SMA066,2,February,Small,British Columbia,Victoria,91.34,6.05,2
66,SMA066,3,March,Small,British Columbia,Victoria,91.09,10.4,1
66,SMA066,4,April,Small,British Columbia,Victoria,92.74,6.26,4
66,SMA066,5,May,Small,British Columbia,Victoria,92.89,6.59,2
66,SMA066,6,June,Small,British Columbia,Victoria,89.48,10.41,3
66,SMA066,7,July,Small,British Columbia,Victoria,88.52,10.96,1
66,SMA066,8,August,Small,British Columbia,Victoria,85.95,13.96,3
66,SMA066,9,September,Small,British Columbia,Victoria,83.87,16.52,1
66,SMA066,10,October,Small,British Columbia,Victoria,82.94,18.91,4
66,SMA066,11,November,Small,British Columbia,Victoria,81.08,19.2,2
66,SMA066,12,December,Small,British Columbia,Victoria,85.88,15.31,0
67,SMA067,1,January,Small,Northwest Territories,Yellowknife,86.88,13.33,1
67,SMA067,2,February,Small,Northwest Territories,Yellowknife,92.08,7.32,0
67,SMA067,3,March,Small,Northwest Territories,Yellowknife,91.81,9.65,3
67,SMA067,4,April,Small,Northwest Territories,Yellowknife,92.58,6.34,4
67,SMA067,5,May,Small,Northwest Territories,Yellowknife,94.28,5.9,2
67,SMA067,6,June,Small,Northwest Territories,Yellowknife,92.26,6.9,0
67,SMA067,7,July,Small,Northwest Territories,Yellowknife,87.64,10.33,4
67,SMA067,8,August,Small,Northwest Territories,Yellowknife,85.84,15.61,3
67,SMA067,9,September,Small,Northwest Territories,Yellowknife,82.5,18.54,0
67,SMA067,10,October,Small,Northwest Territories,Yellowknife,81.7,19.26,3
67,SMA067,11,November,Small,Northwest Territories,Yellowknife,81.96,18.34,2
67,SMA067,12,December,Small,Northwest Territories,Yellowknife,86.45,13.29,1
68,SMA068,1,January,Small,Saskatchewan,Saskatoon,88.63,11.76,2
68,SMA068,2,February,Small,Saskatchewan,Saskatoon,91.74,7.96,3
68,SMA068,3,March,Small,Saskatchewan,Saskatoon,91.96,7.43,0
68,SMA068,4,April,Small,Saskatchewan,Saskatoon,94.67,6.14,1
68,SMA068,5,May,Small,Saskatchewan,Saskatoon,93.83,6.36,0
68,SMA068,6,June,Small,Saskatchewan,Saskatoon,89.86,11.33,1
68,SMA068,7,July,Small,Saskatchewan,Saskatoon,88.56,12.0,2
68,SMA068,8,August,Small,Saskatchewan,Saskatoon,86.33,14.69,2
68,SMA068,9,September,Small,Saskatchewan,Saskatoon,84.51,16.13,2
68,SMA068,10,October,Small,Saskatchewan,Saskatoon,84.09,16.39,2
68,SMA068,11,November,Small,Saskatchewan,Saskatoon,82.83,17.88,0
68,SMA068,12,December,Small,Saskatchewan,Saskatoon,86.63,12.77,4
69,SMA069,1,January,Small,Ontario,Ottawa,88.98,11.54,2
69,SMA069,2,February,Small,Ontario,Ottawa,90.78,8.55,4
69,SMA069,3,March,Small,Ontario,Ottawa,92.82,4.97,3
69,SMA069,4,April,Small,Ontario,Ottawa,94.17,4.25,0
69,SMA069,5,May,Small,Ontario,Ottawa,91.32,11.97,0
69,SMA069,6,June,Small,Ontario,Ottawa,89.33,10.41,4
69,SMA069,7,July,Small,Ontario,Ottawa,87.46,15.47,2
69,SMA069,8,August,Small,Ontario,Ottawa,83.81,16.14,2
69,SMA069,9,September,Small,Ontario,Ottawa,83.62,15.23,0
69,SMA069,10,October,Small,Ontario,Ottawa,82.79,18.0,1
69,SMA069,11,November,Small,Ontario,Ottawa,83.85,14.13,4
69,SMA069,12,December,Small,Ontario,Ottawa,85.03,16.65,4
70,SMA070,1,January,Small,Quebec,Gatineau,88.39,12.16,1
70,SMA070,2,February,Small,Quebec,Gatineau,90.58,9.78,0
70,SMA070,3,March,Small,Quebec,Gatineau,92.77,7.46,3
70,SMA070,4,April,Small,Quebec,Gatineau,93.0,7.19,3
70,SMA070,5,May,Small,Quebec,Gatineau,93.98,6.11,0
70,SMA070,6,June,Small,Quebec,Gatineau,88.58,11.18,1
70,SMA070,7,July,Small,Quebec,Gatineau,90.11,6.76,0
70,SMA070,8,August,Small,Quebec,Gatineau,87.56,11.51,2
70,SMA070,9,September,Small,Quebec,Gatineau,83.23,18.34,1
70,SMA070,10,October,Small,Quebec,Gatineau,80.61,20.39,3
70,SMA070,11,November,Small,Quebec,Gatineau,81.11,18.59,4
70,SMA070,12,December,Small,Quebec,Gatineau,85.86,14.27,0
71,SMA071,1,January,Small,Saskatchewan,Prince Albert,86.96,13.32,1
71,SMA071,2,February,Small,Saskatchewan,Prince Albert,90.65,9.1,2
71,SMA071,3,March,Small,Saskatchewan,Prince Albert,91.94,7.34,3
71,SMA071,4,April,Small,Saskatchewan,Prince Albert,93.27,5.7,0
71,SMA071,5,May,Small,Saskatchewan,Prince Albert,91.92,8.45,4
71,SMA071,6,June,Small,Saskatchewan,Prince Albert,90.27,8.3,3
71,SMA071,7,July,Small,Saskatchewan,Prince Albert,86.87,14.39,3
71,SMA071,8,August,Small,Saskatchewan,Prince Albert,85.07,17.02,0
71,SMA071,9,September,Small,Saskatchewan,Prince Albert,83.0,17.38,2
71,SMA071,10,October,Small,Saskatchewan,Prince Albert,82.84,16.35,2
71,SMA071,11,November,Small,Saskatchewan,Prince Albert,83.88,17.19,3
71,SMA071,12,December,Small,Saskatchewan,Prince Albert,87.11,13.91,2
72,SMA072,1,January,Small,British Columbia,Richmond,88.38,10.6,0
72,SMA072,2,February,Small,British Columbia,Richmond,90.24,10.48,2
72,SMA072,3,March,Small,British Columbia,Richmond,91.24,6.97,4
72,SMA072,4,April,Small,British Columbia,Richmond,94.37,5.34,1
72,SMA072,5,May,Small,British Columbia,Richmond,92.19,9.47,3
72,SMA072,6,June,Small,British Columbia,Richmond,89.71,10.5,4
72,SMA072,7,July,Small,British Columbia,Richmond,89.51,8.89,3
72,SMA072,8,August,Small,British Columbia,Richmond,85.0,15.93,1
72,SMA072,9,September,Small,British Columbia,Richmond,82.71,18.49,3
72,SMA072,10,October,Small,British Columbia,Richmond,82.3,18.45,4
72,SMA072,11,November,Small,British Columbia,Richmond,84.56,17.66,0
72,SMA072,12,December,Small,British Columbia,Richmond,84.92,13.7,4
73,SMA073,1,January,Small,British Columbia,Burnaby,88.76,9.97,4
73,SMA073,2,February,Small,British Columbia,Burnaby,90.12,12.48,3
73,SMA073,3,March,Small,British Columbia,Burnaby,92.42,7.66,2
73,SMA073,4,April,Small,British Columbia,Burnaby,92.48,10.0,3
73,SMA073,5,May,Small,British Columbia,Burnaby,92.21,9.59,2
73,SMA073,6,June,Small,British Columbia,Burnaby,89.52,9.13,1
73,SMA073,7,July,Small,British Columbia,Burnaby,85.38,15.09,3
73,SMA073,8,August,Small,British Columbia,Burnaby,85.61,13.84,4
73,SMA073,9,September,Small,British Columbia,Burnaby,84.51,15.77,0
73,SMA073,10,October,Small,British Columbia,Burnaby,84.17,15.39,0
73,SMA073,11,November,Small,British Columbia,Burnaby,84.33,18.62,4
73,SMA073,12,December,Small,British Columbia,Burnaby,84.28,15.1,2
74,SMA074,1,January,Small,Saskatchewan,Regina,89.46,12.52,3
74,SMA074,2,February,Small,Saskatchewan,Regina,90.09,8.47,3
74,SMA074,3,March,Small,Saskatchewan,Regina,91.78,6.78,0
74,SMA074,4,April,Small,Saskatchewan,Regina,92.88,5.14,2
74,SMA074,5,May,Small,Saskatchewan,Regina,92.53,6.56,2
74,SMA074,6,June,Small,Saskatchewan,Regina,91.9,7.93,4
74,SMA074,7,July,Small,Saskatchewan,Regina,87.91,11.96,1
74,SMA074,8,August,Small,Saskatchewan,Regina,84.97,15.25,4
74,SMA074,9,September,Small,Saskatchewan,Regina,83.71,17.74,2
74,SMA074,10,October,Small,Saskatchewan,Regina,82.09,16.92,2
74,SMA074,11,November,Small,Saskatchewan,Regina,85.72,14.03,1
74,SMA074,12,December,Small,Saskatchewan,Regina,85.09,16.29,1
75,SMA075,1,January,Small,Saskatchewan,Prince Albert,88.63,10.18,0
75,SMA075,2,February,Small,Saskatchewan,Prince Albert,90.99,9.02,2
75,SMA075,3,March,Small,Saskatchewan,Prince Albert,92.59,8.43,4
75,SMA075,4,April,Small,Saskatchewan,Prince Albert,91.44,8.76,3
75,SMA075,5,May,Small,Saskatchewan,Prince Albert,93.16,7.71,3
75,SMA075,6,June,Small,Saskatchewan,Prince Albert,89.54,9.76,1
75,SMA075,7,July,Small,Saskatchewan,Prince Albert,89.06,11.96,0
75,SMA075,8,August,Small,Saskatchewan,Prince Albert,84.36,16.23,0
75,SMA075,9,September,Small,Saskatchewan,Prince Albert,82.03,16.07,2
75,SMA075,10,October,Small,Saskatchewan,Prince Albert,83.33,15.86,4
75,SMA075,11,November,Small,Saskatchewan,Prince Albert,83.27,18.4,0
75,SMA075,12,December,Small,Saskatchewan,Prince Albert,86.57,14.45,1
76,SMA076,1,January,Small,Manitoba,Winnipeg,85.22,15.54,3
76,SMA076,2,February,Small,Manitoba,Winnipeg,90.37,10.52,3
76,SMA076,3,March,Small,Manitoba,Winnipeg,90.0,9.47,3
76,SMA076,4,April,Small,Manitoba,Winnipeg,92.73,7.17,4
76,SMA076,5,May,Small,Manitoba,Winnipeg,91.73,8.29,4
76,SMA076,6,June,Small,Manitoba,Winnipeg,88.97,9.74,4
76,SMA076,7,July,Small,Manitoba,Winnipeg,87.14,11.75,3
76,SMA076,8,August,Small,Manitoba,Winnipeg,84.53,16.13,2
76,SMA076,9,September,Small,Manitoba,Winnipeg,81.59,17.76,0
76,SMA076,10,October,Small,Manitoba,Winnipeg,84.45,15.69,4
76,SMA076,11,November,Small,Manitoba,Winnipeg,83.52,18.33,4
76,SMA076,12,December,Small,Manitoba,Winnipeg,83.77,17.49,2
77,SMA077,1,January,Small,Alberta,Edmonton,86.75,12.62,2
77,SMA077,2,February,Small,Alberta,Edmonton,89.45,9.46,4
77,SMA077,3,March,Small,Alberta,Edmonton,91.21,10.17,2
77,SMA077,4,April,Small,Alberta,Edmonton,93.01,7.68,0
77,SMA077,5,May,Small,Alberta,Edmonton,94.19,5.99,1
77,SMA077,6,June,Small,Alberta,Edmonton,91.28,7.39,1
77,SMA077,7,July,Small,Alberta,Edmonton,90.14,10.69,1
77,SMA077,8,August,Small,Alberta,Edmonton,85.9,13.34,3
77,SMA077,9,September,Small,Alberta,Edmonton,83.92,13.44,3
77,SMA077,10,October,Small,Alberta,Edmonton,80.2,17.01,0
77,SMA077,11,November,Small,Alberta,Edmonton,82.96,16.47,3
77,SMA077,12,December,Small,Alberta,Edmonton,86.71,12.47,0
78,SMA078,1,January,Small,New Brunswick,Moncton,87.01,10.87,4
78,SMA078,2,February,Small,New Brunswick,Moncton,90.29,10.8,2
78,SMA078,3,March,Small,New Brunswick,Moncton,93.26,7.4,1
78,SMA078,4,April,Small,New Brunswick,Moncton,92.66,7.98,4
78,SMA078,5,May,Small,New Brunswick,Moncton,92.5,8.27,0
78,SMA078,6,June,Small,New Brunswick,Moncton,89.37,10.42,0
78,SMA078,7,July,Small,New Brunswick,Moncton,87.4,12.62,0
78,SMA078,8,August,Small,New Brunswick,Moncton,85.65,14.59,3
78,SMA078,9,September,Small,New Brunswick,Moncton,83.75,15.61,3
78,SMA078,10,October,Small,New Brunswick,Moncton,82.43,17.53,2
78,SMA078,11,November,Small,New Brunswick,Moncton,83.69,17.84,4
78,SMA078,12,December,Small,New Brunswick,Moncton,85.83,15.78,1
79,SMA079,1,January,Small,Nunavut,Iqaluit,88.49,11.69,3
79,SMA079,2,February,Small,Nunavut,Iqaluit,92.89,8.66,4
79,SMA079,3,March,Small,Nunavut,Iqaluit,94.59,5.07,2
79,SMA079,4,April,Small,Nunavut,Iqaluit,94.62,4.11,1
79,SMA079,5,May,Small,Nunavut,Iqaluit,91.42,7.98,4
79,SMA079,6,June,Small,Nunavut,Iqaluit,92.3,7.91,2
79,SMA079,7,July,Small,Nunavut,Iqaluit,89.78,9.53,3
79,SMA079,8,August,Small,Nunavut,Iqaluit,84.7,16.05,0
79,SMA079,9,September,Small,Nunavut,Iqaluit,83.47,17.02,0
79,SMA079,10,October,Small,Nunavut,Iqaluit,83.96,15.44,4
79,SMA079,11,November,Small,Nunavut,Iqaluit,84.43,15.36,2
79,SMA079,12,December,Small,Nunavut,Iqaluit,84.93,16.6,1
80,SMA080,1,January,Small,Yukon,Whitehorse,86.85,12.24,1
80,SMA080,2,February,Small,Yukon,Whitehorse,90.64,10.33,2
80,SMA080,3,March,Small,Yukon,Whitehorse,92.17,9.51,0
80,SMA080,4,April,Small,Yukon,Whitehorse,90.34,10.91,3
80,SMA080,5,May,Small,Yukon,Whitehorse,94.21,5.81,2
80,SMA080,6,June,Small,Yukon,Whitehorse,91.49,8.15,2
80,SMA080,7,July,Small,Yukon,Whitehorse,87.78,10.8,0
80,SMA080,8,August,Small,Yukon,Whitehorse,84.87,13.86,3
80,SMA080,9,September,Small,Yukon,Whitehorse,83.44,17.75,4
80,SMA080,10,October,Small,Yukon,Whitehorse,81.18,17.05,1
80,SMA080,11,November,Small,Yukon,Whitehorse,84.93,15.09,3
80,SMA080,12,December,Small,Yukon,Whitehorse,84.19,15.59,2
81,SMA081,1,January,Small,Newfoundland and Labrador,St. John's,87.45,13.35,1
81,SMA081,2,February,Small,Newfoundland and Labrador,St. John's,90.72,6.09,1
81,SMA081,3,March,Small,Newfoundland and Labrador,St. John's,93.01,4.79,1
81,SMA081,4,April,Small,Newfoundland and Labrador,St. John's,94.3,7.15,2
81,SMA081,5,May,Small,Newfoundland and Labrador,St. John's,90.36,10.95,2
81,SMA081,6,June,Small,Newfoundland and Labrador,St. John's,92.14,9.63,0
81,SMA081,7,July,Small,Newfoundland and Labrador,St. John's,88.02,13.35,0
81,SMA081,8,August,Small,Newfoundland and Labrador,St. John's,85.08,15.38,4
81,SMA081,9,September,Small,Newfoundland and Labrador,St. John's,85.04,16.06,3
81,SMA081,10,October,Small,Newfoundland and Labrador,St. John's,83.17,16.5,1
81,SMA081,11,November,Small,Newfoundland and Labrador,St. John's,81.88,18.56,3
81,SMA081,12,December,Small,Newfoundland and Labrador,St. John's,84.79,14.14,4
82,SMA082,1,January,Small,Alberta,Calgary,88.79,10.52,0
82,SMA082,2,February,Small,Alberta,Calgary,91.95,9.39,0
82,SMA082,3,March,Small,Alberta,Calgary,94.08,6.9,2
82,SMA082,4,April,Small,Alberta,Calgary,93.08,6.08,4
82,SMA082,5,May,Small,Alberta,Calgary,91.77,6.29,1
82,SMA082,6,June,Small,Alberta,Calgary,90.48,9.04,3
82,SMA082,7,July,Small,Alberta,Calgary,88.9,10.86,2
82,SMA082,8,August,Small,Alberta,Calgary,85.72,14.99,0
82,SMA082,9,September,Small,Alberta,Calgary,83.11,16.27,4
82,SMA082,10,October,Small,Alberta,Calgary,82.55,17.72,0
82,SMA082,11,November,Small,Alberta,Calgary,84.11,15.71,1
82,SMA082,12,December,Small,Alberta,Calgary,85.54,15.96,4
83,SMA083,1,January,Small,Northwest Territories,Yellowknife,88.09,10.86,3
83,SMA083,2,February,Small,Northwest Territories,Yellowknife,91.58,8.01,4
83,SMA083,3,March,Small,Northwest Territories,Yellowknife,91.75,8.43,2
83,SMA083,4,April,Small,Northwest Territories,Yellowknife,92.88,8.23,1
83,SMA083,5,May,Small,Northwest Territories,Yellowknife,92.29,9.71,4
83,SMA083,6,June,Small,Northwest Territories,Yellowknife,90.14,8.84,2
83,SMA083,7,July,Small,Northwest Territories,Yellowknife,89.78,11.29,1
83,SMA083,8,August,Small,Northwest Territories,Yellowknife,82.85,17.15,4
83,SMA083,9,September,Small,Northwest Territories,Yellowknife,83.54,14.66,1
83,SMA083,10,October,Small,Northwest Territories,Yellowknife,83.74,14.86,3
83,SMA083,11,November,Small,Northwest Territories,Yellowknife,83.75,16.66,3
83,SMA083,12,December,Small,Northwest Territories,Yellowknife,84.85,13.15,2
84,SMA084,1,January,Small,Newfoundland and Labrador,Corner Brook,88.87,10.46,0
84,SMA084,2,February,Small,Newfoundland and Labrador,Corner Brook,90.13,12.13,2
84,SMA084,3,March,Small,Newfoundland and Labrador,Corner Brook,92.59,9.78,0
84,SMA084,4,April,Small,Newfoundland and Labrador,Corner Brook,93.59,5.2,2
84,SMA084,5,May,Small,Newfoundland and Labrador,Corner Brook,92.58,7.35,1
84,SMA084,6,June,Small,Newfoundland and Labrador,Corner Brook,90.06,9.28,0
84,SMA084,7,July,Small,Newfoundland and Labrador,Corner Brook,86.31,15.64,3
84,SMA084,8,August,Small,Newfoundland and Labrador,Corner Brook,84.43,15.65,2
84,SMA084,9,September,Small,Newfoundland and Labrador,Corner Brook,82.88,17.83,4
84,SMA084,10,October,Small,Newfoundland and Labrador,Corner Brook,80.96,18.45,2
84,SMA084,11,November,Small,Newfoundland and Labrador,Corner Brook,83.1,16.56,0
84,SMA084,12,December,Small,Newfoundland and Labrador,Corner Brook,82.64,17.99,3
85,SMA085,1,January,Small,Saskatchewan,Saskatoon,87.38,12.64,1
85,SMA085,2,February,Small,Saskatchewan,Saskatoon,90.52,7.18,2
85,SMA085,3,March,Small,Saskatchewan,Saskatoon,92.1,8.42,3
85,SMA085,4,April,Small,Saskatchewan,Saskatoon,91.57,7.47,0
85,SMA085,5,May,Small,Saskatchewan,Saskatoon,93.15,7.41,2
85,SMA085,6,June,Small,Saskatchewan,Saskatoon,92.34,7.19,0
85,SMA085,7,July,Small,Saskatchewan,Saskatoon,88.64,11.67,3
85,SMA085,8,August,Small,Saskatchewan,Saskatoon,85.24,14.65,3
85,SMA085,9,September,Small,Saskatchewan,Saskatoon,82.03,19.42,1
85,SMA085,10,October,Small,Saskatchewan,Saskatoon,82.46,18.62,1
85,SMA085,11,November,Small,Saskatchewan,Saskatoon,82.62,16.38,2
85,SMA085,12,December,Small,Saskatchewan,Saskatoon,87.18,13.66,1
86,SMA086,1,January,Small,Yukon,Whitehorse,87.05,13.72,2
86,SMA086,2,February,Small,Yukon,Whitehorse,89.78,9.62,2
86,SMA086,3,March,Small,Yukon,Whitehorse,93.27,7.26,2
86,SMA086,4,April,Small,Yukon,Whitehorse,94.11,4.47,2
86,SMA086,5,May,Small,Yukon,Whitehorse,91.26,10.85,4
86,SMA086,6,June,Small,Yukon,Whitehorse,92.9,8.01,4
86,SMA086,7,July,Small,Yukon,Whitehorse,88.02,10.74,2
86,SMA086,8,August,Small,Yukon,Whitehorse,85.63,15.98,1
86,SMA086,9,September,Small,Yukon,Whitehorse,83.18,16.73,0
86,SMA086,10,October,Small,Yukon,Whitehorse,82.05,18.14,4
86,SMA086,11,November,Small,Yukon,Whitehorse,84.5,16.07,0
86,SMA086,12,December,Small,Yukon,Whitehorse,86.52,15.57,0
87,SMA087,1,January,Small,Nunavut,Iqaluit,87.41,13.23,4
87,SMA087,2,February,Small,Nunavut,Iqaluit,91.22,11.09,4
87,SMA087,3,March,Small,Nunavut,Iqaluit,89.93,9.94,2
87,SMA087,4,April,Small,Nunavut,Iqaluit,93.45,6.06,2
87,SMA087,5,May,Small,Nunavut,Iqaluit,91.92,8.19,2
87,SMA087,6,June,Small,Nunavut,Iqaluit,92.21,6.51,4
87,SMA087,7,July,Small,Nunavut,Iqaluit,88.45,11.73,2
87,SMA087,8,August,Small,Nunavut,Iqaluit,83.66,17.69,4
87,SMA087,9,September,Small,Nunavut,Iqaluit,84.07,16.37,3
87,SMA087,10,October,Small,Nunavut,Iqaluit,84.13,16.06,0
87,SMA087,11,November,Small,Nunavut,Iqaluit,83.28,16.92,2
87,SMA087,12,December,Small,Nunavut,Iqaluit,85.3,13.84,1
88,SMA088,1,January,Small,Ontario,Kingston,86.67,13.73,1
88,SMA088,2,February,Small,Ontario,Kingston,91.63,7.12,1
88,SMA088,3,March,Small,Ontario,Kingston,91.45,7.86,1
88,SMA088,4,April,Small,Ontario,Kingston,92.29,7.77,2
88,SMA088,5,May,Small,Ontario,Kingston,93.56,5.69,3
88,SMA088,6,June,Small,Ontario,Kingston,92.31,8.96,3
88,SMA088,7,July,Small,Ontario,Kingston,87.96,13.03,4
88,SMA088,8,August,Small,Ontario,Kingston,86.98,12.84,1
88,SMA088,9,September,Small,Ontario,Kingston,83.1,14.78,1
88,SMA088,10,October,Small,Ontario,Kingston,80.8,18.91,4
88,SMA088,11,November,Small,Ontario,Kingston,83.84,16.9,3
88,SMA088,12,December,Small,Ontario,Kingston,85.85,13.01,4
89,SMA089,1,January,Small,Nova Scotia,Halifax,87.07,12.43,1
89,SMA089,2,February,Small,Nova Scotia,Halifax,88.74,11.93,2
89,SMA089,3,March,Small,Nova Scotia,Halifax,91.17,8.12,4
89,SMA089,4,April,Small,Nova Scotia,Halifax,93.37,6.47,4
89,SMA089,5,May,Small,Nova Scotia,Halifax,89.36,12.67,0
89,SMA089,6,June,Small,Nova Scotia,Halifax,92.25,8.86,4
89,SMA089,7,July,Small,Nova Scotia,Halifax,88.07,10.57,4
89,SMA089,8,August,Small,Nova Scotia,Halifax,85.19,13.61,1
89,SMA089,9,September,Small,Nova Scotia,Halifax,82.25,16.71,3
89,SMA089,10,October,Small,Nova Scotia,Halifax,84.63,15.63,2
89,SMA089,11,November,Small,Nova Scotia,Halifax,82.38,16.46,2
89,SMA089,12,December,Small,Nova Scotia,Halifax,85.34,13.45,0
90,SMA090,1,January,Small,Ontario,London,89.58,12.54,3
90,SMA090,2,February,Small,Ontario,London,88.82,12.17,4
90,SMA090,3,March,Small,Ontario,London,93.16,5.98,0
90,SMA090,4,April,Small,Ontario,London,91.0,8.91,4
90,SMA090,5,May,Small,Ontario,London,92.19,7.93,1
90,SMA090,6,June,Small,Ontario,London,88.72,10.38,0
90,SMA090,7,July,Small,Ontario,London,87.21,12.25,0
90,SMA090,8,August,Small,Ontario,London,84.21,15.81,0
90,SMA090,9,September,Small,Ontario,London,83.51,17.87,0
90,SMA090,10,October,Small,Ontario,London,82.52,17.73,2
90,SMA090,11,November,Small,Ontario,London,84.17,15.61,0
90,SMA090,12,December,Small,Ontario,London,85.09,14.04,3
91,SMA091,1,January,Small,Yukon,Whitehorse,87.37,15.07,1
91,SMA091,2,February,Small,Yukon,Whitehorse,90.89,8.59,1
91,SMA091,3,March,Small,Yukon,Whitehorse,91.95,9.97,0
91,SMA091,4,April,Small,Yukon,Whitehorse,92.75,7.05,0
91,SMA091,5,May,Small,Yukon,Whitehorse,93.03,9.25,4
91,SMA091,6,June,Small,Yukon,Whitehorse,90.57,9.59,3
91,SMA091,7,July,Small,Yukon,Whitehorse,87.15,14.06,0
91,SMA091,8,August,Small,Yukon,Whitehorse,85.99,15.58,0
91,SMA091,9,September,Small,Yukon,Whitehorse,83.64,17.34,3
91,SMA091,10,October,Small,Yukon,Whitehorse,83.31,18.69,4
91,SMA091,11,November,Small,Yukon,Whitehorse,84.77,15.72,2
91,SMA091,12,December,Small,Yukon,Whitehorse,85.41,13.34,4
92,SMA092,1,January,Small,Yukon,Whitehorse,88.3,11.76,3
92,SMA092,2,February,Small,Yukon,Whitehorse,91.35,8.59,1
92,SMA092,3,March,Small,Yukon,Whitehorse,92.33,6.9,1
92,SMA092,4,April,Small,Yukon,Whitehorse,94.15,6.54,0
92,SMA092,5,May,Small,Yukon,Whitehorse,92.43,9.17,1
92,SMA092,6,June,Small,Yukon,Whitehorse,92.3,6.13,0
92,SMA092,7,July,Small,Yukon,Whitehorse,86.4,13.24,3
92,SMA092,8,August,Small,Yukon,Whitehorse,85.12,12.32,3
92,SMA092,9,September,Small,Yukon,Whitehorse,83.03,16.43,3
92,SMA092,10,October,Small,Yukon,Whitehorse,84.04,18.02,4
92,SMA092,11,November,Small,Yukon,Whitehorse,83.17,16.6,0
92,SMA092,12,December,Small,Yukon,Whitehorse,85.12,15.02,3
93,SMA093,1,January,Small,Saskatchewan,Prince Albert,89.07,10.35,0
93,SMA093,2,February,Small,Saskatchewan,Prince Albert,91.12,11.19,2
93,SMA093,3,March,Small,Saskatchewan,Prince Albert,93.19,7.39,0
93,SMA093,4,April,Small,Saskatchewan,Prince Albert,91.37,8.56,1
93,SMA093,5,May,Small,Saskatchewan,Prince Albert,91.44,7.73,0
93,SMA093,6,June,Small,Saskatchewan,Prince Albert,89.63,11.82,4
