employee_id,branch_id,branch_code,role,tier,month_number,month_name,lending_actual,investing_actual,banking_units_actual,lei_actual
379,64,SMA064,Manager,Small,2,February,2763.39,1930.61,572.6,3.96
379,64,SMA064,Manager,Small,3,March,2617.88,1837.32,693.76,4.3
379,64,SMA064,Manager,Small,4,April,2440.8,1923.1,672.83,4.18
379,64,SMA064,Manager,Small,5,May,2641.9,1942.87,664.54,4.12
379,64,SMA064,Manager,Small,6,June,2519.92,1697.0,615.88,3.87
379,64,SMA064,Manager,Small,7,July,2485.83,1726.58,571.75,4.08
379,64,SMA064,Manager,Small,8,August,2394.95,1697.0,605.89,3.8
379,64,SMA064,Manager,Small,9,September,2501.35,1607.73,533.79,3.82
379,64,SMA064,Manager,Small,10,October,2369.74,1680.47,523.09,3.73
379,64,SMA064,Manager,Small,11,November,2361.35,1750.27,593.67,3.61
379,64,SMA064,Manager,Small,12,December,2389.22,1751.06,599.62,3.68
380,64,SMA064,Advisor,Small,1,January,1766.49,1403.97,407.56,3.62
380,64,SMA064,Advisor,Small,2,February,1726.59,1448.24,413.11,3.97
380,64,SMA064,Advisor,Small,3,March,1849.37,1442.76,450.43,4.07
380,64,SMA064,Advisor,Small,4,April,2026.48,1472.15,427.43,4.24
380,64,SMA064,Advisor,Small,5,May,2040.29,1469.42,427.25,4.1
380,64,SMA064,Advisor,Small,6,June,1696.85,1392.52,423.98,3.97
380,64,SMA064,Advisor,Small,7,July,1748.04,1450.17,436.38,4.01
380,64,SMA064,Advisor,Small,8,August,1694.41,1354.65,410.63,3.72
380,64,SMA064,Advisor,Small,9,September,1660.24,1366.89,393.16,3.48
380,64,SMA064,Advisor,Small,10,October,1676.78,1259.5,397.76,3.81
380,64,SMA064,Advisor,Small,11,November,1657.18,1314.2,388.83,3.61
380,64,SMA064,Advisor,Small,12,December,1707.13,1398.25,425.51,3.82
381,64,SMA064,Advisor,Small,1,January,1743.41,1464.41,428.59,4.05
381,64,SMA064,Advisor,Small,2,February,1865.52,1485.67,412.42,4.13
381,64,SMA064,Advisor,Small,3,March,1932.27,1402.66,454.15,3.99
381,64,SMA064,Advisor,Small,4,April,1796.05,1555.93,454.75,4.09
381,64,SMA064,Advisor,Small,5,May,1945.73,1388.49,449.27,3.94
381,64,SMA064,Advisor,Small,6,June,1822.03,1409.37,411.57,4.11
381,64,SMA064,Advisor,Small,7,July,1795.1,1396.95,412.73,3.73
381,64,SMA064,Advisor,Small,8,August,1659.14,1349.59,385.49,3.72
381,64,SMA064,Advisor,Small,9,September,1696.73,1275.2,379.12,3.83
381,64,SMA064,Advisor,Small,10,October,1730.92,1265.4,379.31,3.78
381,64,SMA064,Advisor,Small,11,November,1844.36,1363.87,395.83,3.58
381,64,SMA064,Advisor,Small,12,December,1770.14,1311.31,431.72,3.84
382,64,SMA064,Teller,Small,1,January,0.0,0.0,570.78,3.73
382,64,SMA064,Teller,Small,2,February,0.0,0.0,579.72,3.98
382,64,SMA064,Teller,Small,3,March,0.0,0.0,628.79,4.26
382,64,SMA064,Teller,Small,4,April,0.0,0.0,565.06,4.04
382,64,SMA064,Teller,Small,5,May,0.0,0.0,586.41,4.2
382,64,SMA064,Teller,Small,6,June,0.0,0.0,573.27,4.06
382,64,SMA064,Teller,Small,7,July,0.0,0.0,542.2,3.77
382,64,SMA064,Teller,Small,8,August,0.0,0.0,554.7,3.61
382,64,SMA064,Teller,Small,9,September,0.0,0.0,511.76,3.71
382,64,SMA064,Teller,Small,10,October,0.0,0.0,491.35,3.63
382,64,SMA064,Teller,Small,11,November,0.0,0.0,542.07,3.5
382,64,SMA064,Teller,Small,12,December,0.0,0.0,547.95,3.5
383,64,SMA064,Teller,Small,1,January,0.0,0.0,545.17,3.84
383,64,SMA064,Teller,Small,2,February,0.0,0.0,534.79,3.97
383,64,SMA064,Teller,Small,3,March,0.0,0.0,595.05,4.1
383,64,SMA064,Teller,Small,4,April,0.0,0.0,541.15,4.07
383,64,SMA064,Teller,Small,5,May,0.0,0.0,603.38,3.93
383,64,SMA064,Teller,Small,6,June,0.0,0.0,551.85,4.12
383,64,SMA064,Teller,Small,7,July,0.0,0.0,571.6,3.65
383,64,SMA064,Teller,Small,8,August,0.0,0.0,561.86,3.57
383,64,SMA064,Teller,Small,9,September,0.0,0.0,522.95,3.43
383,64,SMA064,Teller,Small,10,October,0.0,0.0,501.05,3.72
383,64,SMA064,Teller,Small,11,November,0.0,0.0,529.55,3.56
383,64,SMA064,Teller,Small,12,December,0.0,0.0,535.33,3.45
384,64,SMA064,Teller,Small,1,January,0.0,0.0,558.99,3.92
384,64,SMA064,Teller,Small,2,February,0.0,0.0,549.71,3.91
384,64,SMA064,Teller,Small,3,March,0.0,0.0,567.04,4.02
384,64,SMA064,Teller,Small,4,April,0.0,0.0,578.18,4.15
384,64,SMA064,Teller,Small,5,May,0.0,0.0,574.03,4.1
384,64,SMA064,Teller,Small,6,June,0.0,0.0,522.41,3.83
384,64,SMA064,Teller,Small,7,July,0.0,0.0,560.6,3.79
384,64,SMA064,Teller,Small,8,August,0.0,0.0,528.39,3.58
384,64,SMA064,Teller,Small,9,September,0.0,0.0,519.48,3.76
384,64,SMA064,Teller,Small,10,October,0.0,0.0,538.48,3.63
384,64,SMA064,Teller,Small,11,November,0.0,0.0,490.38,3.65
384,64,SMA064,Teller,Small,12,December,0.0,0.0,554.42,3.72
385,65,SMA065,Manager,Small,1,January,2718.86,1869.69,605.64,3.91
385,65,SMA065,Manager,Small,2,February,2622.42,1841.41,612.34,4.14
385,65,SMA065,Manager,Small,3,March,2767.41,1862.69,611.69,4.43
385,65,SMA065,Manager,Small,4,April,2632.97,1917.67,637.78,4.32
385,65,SMA065,Manager,Small,5,May,2487.63,1986.31,654.15,4.07
385,65,SMA065,Manager,Small,6,June,2690.44,1731.67,616.67,4.4
385,65,SMA065,Manager,Small,7,July,2476.85,1855.75,618.63,3.92
385,65,SMA065,Manager,Small,8,August,2536.24,1747.02,584.7,3.72
385,65,SMA065,Manager,Small,9,September,2427.34,1637.73,531.58,3.68
385,65,SMA065,Manager,Small,10,October,2357.24,1627.62,593.77,3.68
385,65,SMA065,Manager,Small,11,November,2398.67,1593.34,538.96,3.74
385,65,SMA065,Manager,Small,12,December,2512.39,1651.33,573.01,4.03
386,65,SMA065,Advisor,Small,1,January,1752.23,1434.63,424.13,3.93
386,65,SMA065,Advisor,Small,2,February,1743.12,1461.14,414.53,3.85
386,65,SMA065,Advisor,Small,3,March,2063.1,1449.72,469.07,4.09
386,65,SMA065,Advisor,Small,4,April,1799.35,1474.53,419.19,4.28
386,65,SMA065,Advisor,Small,5,May,1824.18,1473.72,423.47,4.17
386,65,SMA065,Advisor,Small,6,June,1794.98,1318.67,456.8,3.72
386,65,SMA065,Advisor,Small,7,July,1827.96,1466.99,391.7,4.17
386,65,SMA065,Advisor,Small,8,August,1794.17,1369.87,412.19,3.69
386,65,SMA065,Advisor,Small,9,September,1723.8,1316.2,426.06,3.6
386,65,SMA065,Advisor,Small,10,October,1705.19,1298.77,374.83,3.59
386,65,SMA065,Advisor,Small,11,November,1668.67,1445.41,402.26,3.48
386,65,SMA065,Advisor,Small,12,December,1777.63,1486.17,402.12,3.85
387,65,SMA065,Advisor,Small,1,January,1754.52,1334.5,423.13,4.03
387,65,SMA065,Advisor,Small,2,February,1843.79,1468.79,427.3,4.01
387,65,SMA065,Advisor,Small,3,March,2039.79,1413.09,431.0,4.24
387,65,SMA065,Advisor,Small,4,April,1835.02,1498.73,454.42,3.88
387,65,SMA065,Advisor,Small,5,May,1854.95,1441.94,429.98,4.19
387,65,SMA065,Advisor,Small,6,June,1914.51,1417.73,456.25,3.97
387,65,SMA065,Advisor,Small,7,July,1737.65,1396.17,445.87,3.78
387,65,SMA065,Advisor,Small,8,August,1747.16,1369.96,444.84,3.71
387,65,SMA065,Advisor,Small,9,September,1661.56,1333.66,392.28,3.63
387,65,SMA065,Advisor,Small,10,October,1546.35,1357.86,375.51,3.56
387,65,SMA065,Advisor,Small,11,November,1640.6,1265.06,381.37,3.9
387,65,SMA065,Advisor,Small,12,December,1752.14,1428.68,424.94,3.83
388,65,SMA065,Teller,Small,1,January,0.0,0.0,553.69,3.81
388,65,SMA065,Teller,Small,2,February,0.0,0.0,629.21,3.94
388,65,SMA065,Teller,Small,3,March,0.0,0.0,618.03,4.17
388,65,SMA065,Teller,Small,4,April,0.0,0.0,565.9,3.96
388,65,SMA065,Teller,Small,5,May,0.0,0.0,582.99,3.79
388,65,SMA065,Teller,Small,6,June,0.0,0.0,543.13,3.73
388,65,SMA065,Teller,Small,7,July,0.0,0.0,525.46,3.83
388,65,SMA065,Teller,Small,8,August,0.0,0.0,512.0,3.52
388,65,SMA065,Teller,Small,9,September,0.0,0.0,541.23,3.63
388,65,SMA065,Teller,Small,10,October,0.0,0.0,536.12,3.72
388,65,SMA065,Teller,Small,11,November,0.0,0.0,514.05,3.42
388,65,SMA065,Teller,Small,12,December,0.0,0.0,537.41,3.79
389,65,SMA065,Teller,Small,1,January,0.0,0.0,559.45,3.7
389,65,SMA065,Teller,Small,2,February,0.0,0.0,597.72,4.02
389,65,SMA065,Teller,Small,3,March,0.0,0.0,630.25,3.89
389,65,SMA065,Teller,Small,4,April,0.0,0.0,600.64,4.31
389,65,SMA065,Teller,Small,5,May,0.0,0.0,608.24,3.96
389,65,SMA065,Teller,Small,6,June,0.0,0.0,583.76,3.79
389,65,SMA065,Teller,Small,7,July,0.0,0.0,562.49,3.71
389,65,SMA065,Teller,Small,8,August,0.0,0.0,562.74,3.86
389,65,SMA065,Teller,Small,9,September,0.0,0.0,538.45,3.79
389,65,SMA065,Teller,Small,10,October,0.0,0.0,502.84,3.61
389,65,SMA065,Teller,Small,11,November,0.0,0.0,559.06,3.68
389,65,SMA065,Teller,Small,12,December,0.0,0.0,556.46,3.67
390,65,SMA065,Teller,Small,1,January,0.0,0.0,534.85,3.8
390,65,SMA065,Teller,Small,2,February,0.0,0.0,582.58,3.81
390,65,SMA065,Teller,Small,3,March,0.0,0.0,559.47,4.04
390,65,SMA065,Teller,Small,4,April,0.0,0.0,605.81,4.12
390,65,SMA065,Teller,Small,5,May,0.0,0.0,580.0,4.02
390,65,SMA065,Teller,Small,6,June,0.0,0.0,614.44,4.06
390,65,SMA065,Teller,Small,7,July,0.0,0.0,547.94,3.78
390,65,SMA065,Teller,Small,8,August,0.0,0.0,536.72,3.85
390,65,SMA065,Teller,Small,9,September,0.0,0.0,535.25,3.63
390,65,SMA065,Teller,Small,10,October,0.0,0.0,546.07,3.54
390,65,SMA065,Teller,Small,11,November,0.0,0.0,543.02,3.78
390,65,SMA065,Teller,Small,12,December,0.0,0.0,526.88,3.72
391,66,SMA066,Manager,Small,1,January,2402.83,1836.36,604.33,3.97
391,66,SMA066,Manager,Small,2,February,2791.99,1982.3,635.72,4.1
391,66,SMA066,Manager,Small,3,March,2573.46,1891.76,647.87,4.24
391,66,SMA066,Manager,Small,4,April,2658.31,2007.69,618.59,4.21
391,66,SMA066,Manager,Small,5,May,2685.54,1804.63,590.2,4.28
391,66,SMA066,Manager,Small,6,June,2492.47,2022.53,612.27,3.99
391,66,SMA066,Manager,Small,7,July,2594.12,1883.31,625.86,3.95
391,66,SMA066,Manager,Small,8,August,2529.05,1722.03,574.53,3.78
391,66,SMA066,Manager,Small,9,September,2422.56,1706.28,596.6,3.7
391,66,SMA066,Manager,Small,10,October,2415.28,1631.84,621.06,3.75
391,66,SMA066,Manager,Small,11,November,2347.36,1743.12,549.52,3.64
391,66,SMA066,Manager,Small,12,December,2426.45,1779.14,554.91,3.86
392,66,SMA066,Advisor,Small,1,January,1805.06,1407.84,413.87,3.88
392,66,SMA066,Advisor,Small,2,February,1975.0,1385.17,427.29,4.2
392,66,SMA066,Advisor,Small,3,March,1929.14,1454.13,470.5,4.12
392,66,SMA066,Advisor,Small,4,April,1927.55,1417.38,430.08,3.88
392,66,SMA066,Advisor,Small,5,May,1972.08,1399.12,424.72,4.21
392,66,SMA066,Advisor,Small,6,June,1783.35,1487.65,455.91,4.25
392,66,SMA066,Advisor,Small,7,July,1725.48,1345.46,416.24,3.97
392,66,SMA066,Advisor,Small,8,August,1803.23,1352.91,394.79,3.83
392,66,SMA066,Advisor,Small,9,September,1703.51,1339.89,408.94,3.69
392,66,SMA066,Advisor,Small,10,October,1645.27,1364.58,374.68,3.45
392,66,SMA066,Advisor,Small,11,November,1680.84,1361.42,383.71,3.61
392,66,SMA066,Advisor,Small,12,December,1766.98,1400.86,416.65,3.88
393,66,SMA066,Advisor,Small,1,January,1906.46,1463.13,462.61,3.76
393,66,SMA066,Advisor,Small,2,February,1814.0,1512.42,451.22,3.96
393,66,SMA066,Advisor,Small,3,March,1892.15,1476.25,429.91,4.12
393,66,SMA066,Advisor,Small,4,April,1839.24,1513.75,448.62,4.21
393,66,SMA066,Advisor,Small,5,May,1870.44,1482.98,427.63,4.11
393,66,SMA066,Advisor,Small,6,June,1846.98,1486.57,396.59,4.27
393,66,SMA066,Advisor,Small,7,July,1821.41,1384.78,455.29,3.89
393,66,SMA066,Advisor,Small,8,August,1717.85,1323.6,412.29,3.67
393,66,SMA066,Advisor,Small,9,September,1547.91,1297.89,396.29,3.72
393,66,SMA066,Advisor,Small,10,October,1707.42,1324.94,411.1,3.68
393,66,SMA066,Advisor,Small,11,November,1724.21,1388.06,406.87,3.49
393,66,SMA066,Advisor,Small,12,December,1735.25,1402.93,410.03,3.63
394,66,SMA066,Teller,Small,1,January,0.0,0.0,521.9,3.83
394,66,SMA066,Teller,Small,2,February,0.0,0.0,610.58,4.07
394,66,SMA066,Teller,Small,3,March,0.0,0.0,568.93,4.12
394,66,SMA066,Teller,Small,4,April,0.0,0.0,586.29,4.07
394,66,SMA066,Teller,Small,5,May,0.0,0.0,578.98,4.02
394,66,SMA066,Teller,Small,6,June,0.0,0.0,569.85,3.91
394,66,SMA066,Teller,Small,7,July,0.0,0.0,588.78,3.6
394,66,SMA066,Teller,Small,8,August,0.0,0.0,550.33,3.87
394,66,SMA066,Teller,Small,9,September,0.0,0.0,501.91,3.5
394,66,SMA066,Teller,Small,10,October,0.0,0.0,543.26,3.5
394,66,SMA066,Teller,Small,11,November,0.0,0.0,518.91,3.55
394,66,SMA066,Teller,Small,12,December,0.0,0.0,512.42,3.59
395,66,SMA066,Teller,Small,1,January,0.0,0.0,516.88,3.71
395,66,SMA066,Teller,Small,2,February,0.0,0.0,564.74,3.63
395,66,SMA066,Teller,Small,3,March,0.0,0.0,594.87,3.94
395,66,SMA066,Teller,Small,4,April,0.0,0.0,620.74,4.09
395,66,SMA066,Teller,Small,5,May,0.0,0.0,606.02,3.93
395,66,SMA066,Teller,Small,6,June,0.0,0.0,595.13,3.9
395,66,SMA066,Teller,Small,7,July,0.0,0.0,512.32,3.68
395,66,SMA066,Teller,Small,8,August,0.0,0.0,530.52,3.85
395,66,SMA066,Teller,Small,9,September,0.0,0.0,501.06,3.43
395,66,SMA066,Teller,Small,10,October,0.0,0.0,563.78,3.42
395,66,SMA066,Teller,Small,11,November,0.0,0.0,534.66,3.73
395,66,SMA066,Teller,Small,12,December,0.0,0.0,547.67,3.67
396,66,SMA066,Teller,Small,1,January,0.0,0.0,571.74,3.93
396,66,SMA066,Teller,Small,2,February,0.0,0.0,585.91,4.05
396,66,SMA066,Teller,Small,3,March,0.0,0.0,589.36,4.02
396,66,SMA066,Teller,Small,4,April,0.0,0.0,596.81,4.0
396,66,SMA066,Teller,Small,5,May,0.0,0.0,606.11,4.08
396,66,SMA066,Teller,Small,6,June,0.0,0.0,577.11,4.15
396,66,SMA066,Teller,Small,7,July,0.0,0.0,576.93,3.87
396,66,SMA066,Teller,Small,8,August,0.0,0.0,553.12,3.48
396,66,SMA066,Teller,Small,9,September,0.0,0.0,513.09,3.82
396,66,SMA066,Teller,Small,10,October,0.0,0.0,527.45,3.38
396,66,SMA066,Teller,Small,11,November,0.0,0.0,525.49,3.69
396,66,SMA066,Teller,Small,12,December,0.0,0.0,559.01,3.65
397,67,SMA067,Manager,Small,1,January,2528.95,1877.47,602.78,4.14
397,67,SMA067,Manager,Small,2,February,2462.78,1833.18,633.83,4.27
397,67,SMA067,Manager,Small,3,March,2829.32,1847.54,630.0,4.17
397,67,SMA067,Manager,Small,4,April,2590.76,1892.7,677.04,4.53
397,67,SMA067,Manager,Small,5,May,2690.44,2021.23,577.59,4.09
397,67,SMA067,Manager,Small,6,June,2557.0,1843.52,661.43,3.9
397,67,SMA067,Manager,Small,7,July,2478.06,1647.6,555.95,4.01
397,67,SMA067,Manager,Small,8,August,2420.11,1693.34,561.75,3.95
397,67,SMA067,Manager,Small,9,September,2436.72,1714.47,534.13,3.66
397,67,SMA067,Manager,Small,10,October,2465.86,1585.47,543.39,3.86
397,67,SMA067,Manager,Small,11,November,2287.95,1732.33,542.69,3.59
397,67,SMA067,Manager,Small,12,December,2374.19,1757.47,536.26,3.83
398,67,SMA067,Advisor,Small,1,January,1699.28,1474.51,414.95,3.8
398,67,SMA067,Advisor,Small,2,February,1902.31,1427.03,426.73,4.04
398,67,SMA067,Advisor,Small,3,March,1870.18,1409.27,461.56,4.1
398,67,SMA067,Advisor,Small,4,April,1984.56,1472.62,476.77,4.04
398,67,SMA067,Advisor,Small,5,May,1883.68,1449.46,442.39,4.22
398,67,SMA067,Advisor,Small,6,June,1838.24,1460.77,416.63,4.05
398,67,SMA067,Advisor,Small,7,July,1903.19,1355.69,416.97,3.82
398,67,SMA067,Advisor,Small,8,August,1801.02,1344.88,391.04,4.02
398,67,SMA067,Advisor,Small,9,September,1765.63,1366.28,386.66,3.85
398,67,SMA067,Advisor,Small,10,October,1671.47,1227.54,377.54,3.51
398,67,SMA067,Advisor,Small,11,November,1725.99,1345.48,425.48,3.66
398,67,SMA067,Advisor,Small,12,December,1640.03,1290.69,395.86,3.67
399,67,SMA067,Advisor,Small,1,January,1755.83,1480.6,422.11,4.09
399,67,SMA067,Advisor,Small,2,February,1716.52,1465.26,438.17,4.01
399,67,SMA067,Advisor,Small,3,March,1916.57,1465.0,474.4,4.38
399,67,SMA067,Advisor,Small,4,April,1817.37,1414.52,427.3,4.01
399,67,SMA067,Advisor,Small,5,May,2038.71,1515.66,429.33,4.22
399,67,SMA067,Advisor,Small,6,June,1853.61,1416.97,425.77,4.0
399,67,SMA067,Advisor,Small,7,July,1711.3,1415.5,417.85,3.97
399,67,SMA067,Advisor,Small,8,August,1781.87,1280.22,423.11,3.58
399,67,SMA067,Advisor,Small,9,September,1819.61,1257.59,412.48,3.7
399,67,SMA067,Advisor,Small,10,October,1698.54,1319.02,421.69,3.78
399,67,SMA067,Advisor,Small,11,November,1802.21,1319.06,432.65,3.72
399,67,SMA067,Advisor,Small,12,December,1861.0,1303.21,406.74,3.77
400,67,SMA067,Teller,Small,1,January,0.0,0.0,554.39,3.77
400,67,SMA067,Teller,Small,2,February,0.0,0.0,584.4,3.78
400,67,SMA067,Teller,Small,3,March,0.0,0.0,585.89,3.94
400,67,SMA067,Teller,Small,4,April,0.0,0.0,562.61,4.23
400,67,SMA067,Teller,Small,5,May,0.0,0.0,554.74,4.12
400,67,SMA067,Teller,Small,6,June,0.0,0.0,578.63,3.98
400,67,SMA067,Teller,Small,7,July,0.0,0.0,553.46,3.98
400,67,SMA067,Teller,Small,8,August,0.0,0.0,521.78,3.54
400,67,SMA067,Teller,Small,9,September,0.0,0.0,525.29,3.73
400,67,SMA067,Teller,Small,10,October,0.0,0.0,537.69,3.49
400,67,SMA067,Teller,Small,11,November,0.0,0.0,558.59,3.65
400,67,SMA067,Teller,Small,12,December,0.0,0.0,552.87,3.64
401,67,SMA067,Teller,Small,1,January,0.0,0.0,567.93,3.88
401,67,SMA067,Teller,Small,2,February,0.0,0.0,605.84,4.05
401,67,SMA067,Teller,Small,3,March,0.0,0.0,556.26,4.15
401,67,SMA067,Teller,Small,4,April,0.0,0.0,552.7,4.3
401,67,SMA067,Teller,Small,5,May,0.0,0.0,571.7,3.98
401,67,SMA067,Teller,Small,6,June,0.0,0.0,630.42,3.73
401,67,SMA067,Teller,Small,7,July,0.0,0.0,578.15,4.05
401,67,SMA067,Teller,Small,8,August,0.0,0.0,530.01,3.48
401,67,SMA067,Teller,Small,9,September,0.0,0.0,551.01,3.41
401,67,SMA067,Teller,Small,10,October,0.0,0.0,496.39,3.53
401,67,SMA067,Teller,Small,11,November,0.0,0.0,545.82,3.62
401,67,SMA067,Teller,Small,12,December,0.0,0.0,564.95,3.69
402,67,SMA067,Teller,Small,1,January,0.0,0.0,556.08,3.98
402,67,SMA067,Teller,Small,2,February,0.0,0.0,552.61,4.0
402,67,SMA067,Teller,Small,3,March,0.0,0.0,577.83,3.87
402,67,SMA067,Teller,Small,4,April,0.0,0.0,584.92,3.99
402,67,SMA067,Teller,Small,5,May,0.0,0.0,614.1,4.28
402,67,SMA067,Teller,Small,6,June,0.0,0.0,548.4,3.9
402,67,SMA067,Teller,Small,7,July,0.0,0.0,538.12,3.7
402,67,SMA067,Teller,Small,8,August,0.0,0.0,566.05,3.81
402,67,SMA067,Teller,Small,9,September,0.0,0.0,527.18,3.7
402,67,SMA067,Teller,Small,10,October,0.0,0.0,548.49,3.65
402,67,SMA067,Teller,Small,11,November,0.0,0.0,575.14,3.52
402,67,SMA067,Teller,Small,12,December,0.0,0.0,544.38,3.59
403,68,SMA068,Manager,Small,1,January,2580.23,1779.35,582.19,4.13
403,68,SMA068,Manager,Small,2,February,2596.46,1889.27,577.26,4.21
403,68,SMA068,Manager,Small,3,March,2723.34,1954.94,619.04,4.15
403,68,SMA068,Manager,Small,4,April,2688.2,1900.83,586.36,4.04
403,68,SMA068,Manager,Small,5,May,2775.14,1906.42,644.32,4.1
403,68,SMA068,Manager,Small,6,June,2476.32,1962.47,602.46,4.16
403,68,SMA068,Manager,Small,7,July,2627.83,1807.95,600.22,4.04
403,68,SMA068,Manager,Small,8,August,2488.74,1716.37,566.02,3.91
403,68,SMA068,Manager,Small,9,September,2312.07,1726.74,527.41,3.52
403,68,SMA068,Manager,Small,10,October,2276.65,1692.06,577.07,3.58
403,68,SMA068,Manager,Small,11,November,2293.5,1637.2,562.35,3.88
403,68,SMA068,Manager,Small,12,December,2416.99,1645.62,617.87,3.9
404,68,SMA068,Advisor,Small,1,January,1821.58,1465.43,448.16,3.98
404,68,SMA068,Advisor,Small,2,February,1858.83,1520.82,430.42,3.96
404,68,SMA068,Advisor,Small,3,March,1902.89,1456.86,428.58,4.0
404,68,SMA068,Advisor,Small,4,April,1935.37,1397.35,441.85,4.05
404,68,SMA068,Advisor,Small,5,May,1839.13,1524.3,449.96,4.2
404,68,SMA068,Advisor,Small,6,June,1846.32,1444.71,441.48,4.12
404,68,SMA068,Advisor,Small,7,July,1877.88,1308.87,443.31,4.03
404,68,SMA068,Advisor,Small,8,August,1727.21,1346.27,402.88,3.86
404,68,SMA068,Advisor,Small,9,September,1717.06,1335.38,388.74,3.65
404,68,SMA068,Advisor,Small,10,October,1683.1,1303.29,364.02,3.46
404,68,SMA068,Advisor,Small,11,November,1826.14,1352.57,397.92,3.47
404,68,SMA068,Advisor,Small,12,December,1857.04,1376.71,377.47,3.72
405,68,SMA068,Advisor,Small,1,January,1680.95,1410.43,419.66,3.8
405,68,SMA068,Advisor,Small,2,February,1790.86,1507.54,417.19,4.11
405,68,SMA068,Advisor,Small,3,March,1878.76,1458.48,454.0,4.14
405,68,SMA068,Advisor,Small,4,April,1865.79,1362.12,451.45,4.15
405,68,SMA068,Advisor,Small,5,May,1945.52,1446.44,434.24,4.08
405,68,SMA068,Advisor,Small,6,June,1952.34,1571.09,439.23,3.75
405,68,SMA068,Advisor,Small,7,July,1679.36,1298.94,447.9,3.78
405,68,SMA068,Advisor,Small,8,August,1850.12,1244.22,416.7,3.84
405,68,SMA068,Advisor,Small,9,September,1724.63,1354.55,366.81,3.69
405,68,SMA068,Advisor,Small,10,October,1806.79,1269.75,386.14,3.68
405,68,SMA068,Advisor,Small,11,November,1631.72,1301.66,398.05,3.63
405,68,SMA068,Advisor,Small,12,December,1871.93,1455.52,380.17,3.93
406,68,SMA068,Teller,Small,1,January,0.0,0.0,580.41,3.71
406,68,SMA068,Teller,Small,2,February,0.0,0.0,574.92,3.72
406,68,SMA068,Teller,Small,3,March,0.0,0.0,555.67,3.91
406,68,SMA068,Teller,Small,4,April,0.0,0.0,554.77,4.08
406,68,SMA068,Teller,Small,5,May,0.0,0.0,614.17,3.82
406,68,SMA068,Teller,Small,6,June,0.0,0.0,591.12,3.94
406,68,SMA068,Teller,Small,7,July,0.0,0.0,534.28,3.97
406,68,SMA068,Teller,Small,8,August,0.0,0.0,532.03,3.64
406,68,SMA068,Teller,Small,9,September,0.0,0.0,518.87,3.54
406,68,SMA068,Teller,Small,10,October,0.0,0.0,481.91,3.48
406,68,SMA068,Teller,Small,11,November,0.0,0.0,502.83,3.7
406,68,SMA068,Teller,Small,12,December,0.0,0.0,494.7,3.64
407,68,SMA068,Teller,Small,1,January,0.0,0.0,519.73,3.84
407,68,SMA068,Teller,Small,2,February,0.0,0.0,568.9,3.92
407,68,SMA068,Teller,Small,3,March,0.0,0.0,607.46,3.89
407,68,SMA068,Teller,Small,4,April,0.0,0.0,582.85,4.05
407,68,SMA068,Teller,Small,5,May,0.0,0.0,569.88,3.88
407,68,SMA068,Teller,Small,6,June,0.0,0.0,548.13,3.7
407,68,SMA068,Teller,Small,7,July,0.0,0.0,524.73,3.96
407,68,SMA068,Teller,Small,8,August,0.0,0.0,513.64,3.9
407,68,SMA068,Teller,Small,9,September,0.0,0.0,542.91,3.65
407,68,SMA068,Teller,Small,10,October,0.0,0.0,519.7,3.66
407,68,SMA068,Teller,Small,11,November,0.0,0.0,551.05,3.35
407,68,SMA068,Teller,Small,12,December,0.0,0.0,545.78,3.66
408,68,SMA068,Teller,Small,1,January,0.0,0.0,552.65,3.78
408,68,SMA068,Teller,Small,2,February,0.0,0.0,591.67,4.11
408,68,SMA068,Teller,Small,3,March,0.0,0.0,537.59,3.94
408,68,SMA068,Teller,Small,4,April,0.0,0.0,623.22,4.22
408,68,SMA068,Teller,Small,5,May,0.0,0.0,622.14,3.78
408,68,SMA068,Teller,Small,6,June,0.0,0.0,527.19,3.88
408,68,SMA068,Teller,Small,7,July,0.0,0.0,544.51,3.75
408,68,SMA068,Teller,Small,8,August,0.0,0.0,513.8,3.72
408,68,SMA068,Teller,Small,9,September,0.0,0.0,531.84,3.67
408,68,SMA068,Teller,Small,10,October,0.0,0.0,523.51,3.31
408,68,SMA068,Teller,Small,11,November,0.0,0.0,550.36,3.43
408,68,SMA068,Teller,Small,12,December,0.0,0.0,558.21,3.53
409,69,SMA069,Manager,Small,1,January,2607.71,1880.28,642.02,3.9
409,69,SMA069,Manager,Small,2,February,2585.7,1913.41,604.36,4.06
409,69,SMA069,Manager,Small,3,March,2518.83,1829.06,583.35,4.28
409,69,SMA069,Manager,Small,4,April,2778.64,1911.62,587.96,4.38
409,69,SMA069,Manager,Small,5,May,2713.08,1875.7,610.83,4.08
409,69,SMA069,Manager,Small,6,June,2442.45,1877.52,631.34,4.18
409,69,SMA069,Manager,Small,7,July,2586.83,1873.04,564.77,3.95
409,69,SMA069,Manager,Small,8,August,2485.65,1703.91,574.51,4.05
409,69,SMA069,Manager,Small,9,September,2412.21,1808.86,566.8,3.71
409,69,SMA069,Manager,Small,10,October,2460.34,1787.64,573.45,3.56
409,69,SMA069,Manager,Small,11,November,2292.38,1689.68,564.27,3.74
409,69,SMA069,Manager,Small,12,December,2533.33,1760.63,599.4,4.09
410,69,SMA069,Advisor,Small,1,January,1723.28,1348.94,421.54,3.84
410,69,SMA069,Advisor,Small,2,February,1750.71,1376.36,456.51,4.23
