employee_id,branch_id,branch_code,role,tier,month_number,month_name,target_lending,target_investing,target_banking_units,target_lei,target_compliance
700,113,MED113,Advisor,Medium,7,July,2361.54,1821.75,581.7,81.24,0.0
700,113,MED113,Advisor,Medium,8,August,2324.49,1796.22,532.45,78.4,0.0
700,113,MED113,Advisor,Medium,9,September,2173.27,1700.96,509.04,77.26,0.0
700,113,MED113,Advisor,Medium,10,October,2302.19,1763.25,512.3,73.8,0.0
700,113,MED113,Advisor,Medium,11,November,2212.22,1680.76,512.24,76.41,0.0
700,113,MED113,Advisor,Medium,12,December,2258.62,1660.62,534.42,78.21,0.0
701,113,MED113,Teller,Medium,1,January,0.0,0.0,743.2,80.28,0.0
701,113,MED113,Teller,Medium,2,February,0.0,0.0,774.29,79.24,0.0
701,113,MED113,Teller,Medium,3,March,0.0,0.0,744.53,81.09,0.0
701,113,MED113,Teller,Medium,4,April,0.0,0.0,815.77,82.79,0.0
701,113,MED113,Teller,Medium,5,May,0.0,0.0,786.03,83.99,0.0
701,113,MED113,Teller,Medium,6,June,0.0,0.0,775.27,79.55,0.0
701,113,MED113,Teller,Medium,7,July,0.0,0.0,734.31,78.23,0.0
701,113,MED113,Teller,Medium,8,August,0.0,0.0,746.6,73.5,0.0
701,113,MED113,Teller,Medium,9,September,0.0,0.0,704.83,75.68,0.0
701,113,MED113,Teller,Medium,10,October,0.0,0.0,699.44,71.92,0.0
701,113,MED113,Teller,Medium,11,November,0.0,0.0,720.71,76.01,0.0
701,113,MED113,Teller,Medium,12,December,0.0,0.0,718.79,76.23,0.0
702,113,MED113,Teller,Medium,1,January,0.0,0.0,751.39,77.21,0.0
702,113,MED113,Teller,Medium,2,February,0.0,0.0,750.49,82.14,0.0
702,113,MED113,Teller,Medium,3,March,0.0,0.0,809.01,84.01,0.0
702,113,MED113,Teller,Medium,4,April,0.0,0.0,820.12,81.22,0.0
702,113,MED113,Teller,Medium,5,May,0.0,0.0,780.36,82.59,0.0
702,113,MED113,Teller,Medium,6,June,0.0,0.0,748.93,80.89,0.0
702,113,MED113,Teller,Medium,7,July,0.0,0.0,772.15,80.3,0.0
702,113,MED113,Teller,Medium,8,August,0.0,0.0,736.34,75.16,0.0
702,113,MED113,Teller,Medium,9,September,0.0,0.0,715.58,74.87,0.0
702,113,MED113,Teller,Medium,10,October,0.0,0.0,700.79,71.24,0.0
702,113,MED113,Teller,Medium,11,November,0.0,0.0,670.69,73.71,0.0
702,113,MED113,Teller,Medium,12,December,0.0,0.0,708.43,73.47,0.0
703,113,MED113,Teller,Medium,1,January,0.0,0.0,765.08,78.19,0.0
703,113,MED113,Teller,Medium,2,February,0.0,0.0,744.79,81.26,0.0
703,113,MED113,Teller,Medium,3,March,0.0,0.0,780.42,83.86,0.0
703,113,MED113,Teller,Medium,4,April,0.0,0.0,765.27,83.0,0.0
703,113,MED113,Teller,Medium,5,May,0.0,0.0,747.78,80.32,0.0
703,113,MED113,Teller,Medium,6,June,0.0,0.0,733.56,80.19,0.0
703,113,MED113,Teller,Medium,7,July,0.0,0.0,730.82,80.34,0.0
703,113,MED113,Teller,Medium,8,August,0.0,0.0,724.85,73.57,0.0
703,113,MED113,Teller,Medium,9,September,0.0,0.0,703.32,73.79,0.0
703,113,MED113,Teller,Medium,10,October,0.0,0.0,683.57,75.16,0.0
703,113,MED113,Teller,Medium,11,November,0.0,0.0,725.03,74.61,0.0
703,113,MED113,Teller,Medium,12,December,0.0,0.0,745.27,77.25,0.0
704,113,MED113,Teller,Medium,1,January,0.0,0.0,722.69,76.25,0.0
704,113,MED113,Teller,Medium,2,February,0.0,0.0,798.12,78.22,0.0
704,113,MED113,Teller,Medium,3,March,0.0,0.0,766.4,81.78,0.0
704,113,MED113,Teller,Medium,4,April,0.0,0.0,765.31,84.54,0.0
704,113,MED113,Teller,Medium,5,May,0.0,0.0,791.26,83.52,0.0
704,113,MED113,Teller,Medium,6,June,0.0,0.0,789.16,80.9,0.0
704,113,MED113,Teller,Medium,7,July,0.0,0.0,755.07,75.79,0.0
704,113,MED113,Teller,Medium,8,August,0.0,0.0,748.73,74.76,0.0
704,113,MED113,Teller,Medium,9,September,0.0,0.0,731.27,72.37,0.0
704,113,MED113,Teller,Medium,10,October,0.0,0.0,718.21,73.13,0.0
704,113,MED113,Teller,Medium,11,November,0.0,0.0,707.31,75.65,0.0
704,113,MED113,Teller,Medium,12,December,0.0,0.0,709.93,75.22,0.0
705,114,MED114,Manager,Medium,1,January,3088.56,2244.05,725.02,79.61,91.85
705,114,MED114,Manager,Medium,2,February,3165.41,2481.97,748.54,84.91,92.67
705,114,MED114,Manager,Medium,3,March,3334.09,2516.83,800.53,84.01,97.51
705,114,MED114,Manager,Medium,4,April,3316.51,2500.68,807.59,86.59,93.88
705,114,MED114,Manager,Medium,5,May,3273.28,2308.85,801.61,85.85,94.74
705,114,MED114,Manager,Medium,6,June,3419.4,2385.3,799.68,84.25,94.17
705,114,MED114,Manager,Medium,7,July,3173.9,2224.4,766.38,82.53,88.54
705,114,MED114,Manager,Medium,8,August,3004.74,2213.04,688.0,81.91,89.7
705,114,MED114,Manager,Medium,9,September,2934.64,2162.32,690.03,75.72,87.36
705,114,MED114,Manager,Medium,10,October,2895.85,2263.58,667.68,76.32,86.09
705,114,MED114,Manager,Medium,11,November,3166.53,2251.37,731.04,79.52,83.18
705,114,MED114,Manager,Medium,12,December,3255.26,2336.03,721.45,78.17,88.07
706,114,MED114,Advisor,Medium,1,January,2483.48,1825.86,582.8,77.85,0.0
706,114,MED114,Advisor,Medium,2,February,2575.21,1802.6,563.85,84.86,0.0
706,114,MED114,Advisor,Medium,3,March,2517.4,1857.34,605.64,82.11,0.0
706,114,MED114,Advisor,Medium,4,April,2668.43,1964.54,576.98,82.83,0.0
706,114,MED114,Advisor,Medium,5,May,2500.37,1930.85,572.6,85.92,0.0
706,114,MED114,Advisor,Medium,6,June,2556.14,1898.2,598.82,81.61,0.0
706,114,MED114,Advisor,Medium,7,July,2466.4,1756.56,584.28,81.67,0.0
706,114,MED114,Advisor,Medium,8,August,2278.57,1685.01,534.76,79.09,0.0
706,114,MED114,Advisor,Medium,9,September,2295.07,1664.39,554.86,75.69,0.0
706,114,MED114,Advisor,Medium,10,October,2229.83,1717.29,511.09,73.16,0.0
706,114,MED114,Advisor,Medium,11,November,2198.16,1695.21,556.5,76.81,0.0
706,114,MED114,Advisor,Medium,12,December,2320.17,1675.4,524.51,79.9,0.0
707,114,MED114,Advisor,Medium,1,January,2477.67,1868.19,550.73,79.95,0.0
707,114,MED114,Advisor,Medium,2,February,2551.94,1777.54,555.68,83.91,0.0
707,114,MED114,Advisor,Medium,3,March,2443.51,1902.0,570.86,86.11,0.0
707,114,MED114,Advisor,Medium,4,April,2420.67,1936.89,591.77,85.89,0.0
707,114,MED114,Advisor,Medium,5,May,2475.25,1987.03,601.42,84.81,0.0
707,114,MED114,Advisor,Medium,6,June,2569.77,1897.92,601.48,83.66,0.0
707,114,MED114,Advisor,Medium,7,July,2362.52,1783.98,578.66,78.09,0.0
707,114,MED114,Advisor,Medium,8,August,2243.34,1698.54,569.01,78.48,0.0
707,114,MED114,Advisor,Medium,9,September,2222.59,1729.01,555.75,75.12,0.0
707,114,MED114,Advisor,Medium,10,October,2337.83,1712.08,549.79,73.88,0.0
707,114,MED114,Advisor,Medium,11,November,2374.26,1652.7,556.28,74.16,0.0
707,114,MED114,Advisor,Medium,12,December,2316.38,1728.96,536.96,76.33,0.0
708,114,MED114,Advisor,Medium,1,January,2455.25,1842.47,579.74,80.93,0.0
708,114,MED114,Advisor,Medium,2,February,2548.9,1876.72,574.01,83.6,0.0
708,114,MED114,Advisor,Medium,3,March,2415.15,1858.83,616.11,84.73,0.0
708,114,MED114,Advisor,Medium,4,April,2631.67,1972.57,621.7,86.99,0.0
708,114,MED114,Advisor,Medium,5,May,2581.62,1878.7,587.4,84.82,0.0
708,114,MED114,Advisor,Medium,6,June,2505.22,1893.68,593.45,83.53,0.0
708,114,MED114,Advisor,Medium,7,July,2500.84,1860.29,580.33,78.78,0.0
708,114,MED114,Advisor,Medium,8,August,2220.94,1810.32,517.72,78.44,0.0
708,114,MED114,Advisor,Medium,9,September,2169.69,1761.2,514.23,77.77,0.0
708,114,MED114,Advisor,Medium,10,October,2220.0,1672.89,522.06,76.6,0.0
708,114,MED114,Advisor,Medium,11,November,2181.77,1655.32,549.05,75.2,0.0
708,114,MED114,Advisor,Medium,12,December,2358.94,1682.35,558.0,78.9,0.0
709,114,MED114,Teller,Medium,1,January,0.0,0.0,747.43,76.44,0.0
709,114,MED114,Teller,Medium,2,February,0.0,0.0,765.54,82.11,0.0
709,114,MED114,Teller,Medium,3,March,0.0,0.0,803.14,83.09,0.0
709,114,MED114,Teller,Medium,4,April,0.0,0.0,769.64,83.04,0.0
709,114,MED114,Teller,Medium,5,May,0.0,0.0,747.31,81.68,0.0
709,114,MED114,Teller,Medium,6,June,0.0,0.0,746.61,81.23,0.0
709,114,MED114,Teller,Medium,7,July,0.0,0.0,774.82,79.72,0.0
709,114,MED114,Teller,Medium,8,August,0.0,0.0,700.96,77.05,0.0
709,114,MED114,Teller,Medium,9,September,0.0,0.0,676.64,72.68,0.0
709,114,MED114,Teller,Medium,10,October,0.0,0.0,716.35,72.35,0.0
709,114,MED114,Teller,Medium,11,November,0.0,0.0,687.78,73.3,0.0
709,114,MED114,Teller,Medium,12,December,0.0,0.0,734.68,74.76,0.0
710,114,MED114,Teller,Medium,1,January,0.0,0.0,749.57,77.83,0.0
710,114,MED114,Teller,Medium,2,February,0.0,0.0,753.01,78.2,0.0
710,114,MED114,Teller,Medium,3,March,0.0,0.0,760.53,84.04,0.0
710,114,MED114,Teller,Medium,4,April,0.0,0.0,776.29,84.87,0.0
710,114,MED114,Teller,Medium,5,May,0.0,0.0,760.07,83.23,0.0
710,114,MED114,Teller,Medium,6,June,0.0,0.0,779.3,81.68,0.0
710,114,MED114,Teller,Medium,7,July,0.0,0.0,703.78,77.59,0.0
710,114,MED114,Teller,Medium,8,August,0.0,0.0,686.24,76.21,0.0
710,114,MED114,Teller,Medium,9,September,0.0,0.0,709.37,74.94,0.0
710,114,MED114,Teller,Medium,10,October,0.0,0.0,710.52,72.63,0.0
710,114,MED114,Teller,Medium,11,November,0.0,0.0,708.52,75.1,0.0
710,114,MED114,Teller,Medium,12,December,0.0,0.0,748.85,75.74,0.0
711,114,MED114,Teller,Medium,1,January,0.0,0.0,756.37,79.79,0.0
711,114,MED114,Teller,Medium,2,February,0.0,0.0,762.23,80.5,0.0
711,114,MED114,Teller,Medium,3,March,0.0,0.0,769.98,80.18,0.0
711,114,MED114,Teller,Medium,4,April,0.0,0.0,781.31,82.69,0.0
711,114,MED114,Teller,Medium,5,May,0.0,0.0,745.09,84.19,0.0
711,114,MED114,Teller,Medium,6,June,0.0,0.0,759.31,81.38,0.0
711,114,MED114,Teller,Medium,7,July,0.0,0.0,773.92,77.09,0.0
711,114,MED114,Teller,Medium,8,August,0.0,0.0,707.1,76.61,0.0
711,114,MED114,Teller,Medium,9,September,0.0,0.0,680.75,71.88,0.0
711,114,MED114,Teller,Medium,10,October,0.0,0.0,698.67,72.53,0.0
711,114,MED114,Teller,Medium,11,November,0.0,0.0,712.45,72.35,0.0
711,114,MED114,Teller,Medium,12,December,0.0,0.0,728.35,75.67,0.0
712,114,MED114,Teller,Medium,1,January,0.0,0.0,706.97,77.33,0.0
712,114,MED114,Teller,Medium,2,February,0.0,0.0,771.17,79.06,0.0
712,114,MED114,Teller,Medium,3,March,0.0,0.0,753.96,83.1,0.0
712,114,MED114,Teller,Medium,4,April,0.0,0.0,750.6,82.68,0.0
712,114,MED114,Teller,Medium,5,May,0.0,0.0,803.37,84.1,0.0
712,114,MED114,Teller,Medium,6,June,0.0,0.0,765.82,80.59,0.0
712,114,MED114,Teller,Medium,7,July,0.0,0.0,753.59,75.75,0.0
712,114,MED114,Teller,Medium,8,August,0.0,0.0,716.92,74.88,0.0
712,114,MED114,Teller,Medium,9,September,0.0,0.0,692.1,75.41,0.0
712,114,MED114,Teller,Medium,10,October,0.0,0.0,667.13,72.72,0.0
712,114,MED114,Teller,Medium,11,November,0.0,0.0,682.03,74.77,0.0
712,114,MED114,Teller,Medium,12,December,0.0,0.0,723.65,75.5,0.0
713,115,MED115,Manager,Medium,1,January,3243.1,2395.61,725.08,79.65,90.7
713,115,MED115,Manager,Medium,2,February,3219.49,2292.12,733.2,85.07,91.37
713,115,MED115,Manager,Medium,3,March,3467.96,2528.99,798.27,86.23,91.94
713,115,MED115,Manager,Medium,4,April,3514.44,2407.52,822.11,85.16,94.81
713,115,MED115,Manager,Medium,5,May,3524.19,2476.62,790.04,87.7,96.88
713,115,MED115,Manager,Medium,6,June,3408.01,2458.84,750.9,81.93,92.07
713,115,MED115,Manager,Medium,7,July,3335.91,2250.58,730.19,81.27,90.12
713,115,MED115,Manager,Medium,8,August,3013.53,2206.86,715.11,77.86,87.62
713,115,MED115,Manager,Medium,9,September,2967.57,2197.55,680.45,79.85,83.53
713,115,MED115,Manager,Medium,10,October,3076.83,2168.93,728.14,78.15,85.68
713,115,MED115,Manager,Medium,11,November,3147.94,2181.67,703.54,75.86,84.81
713,115,MED115,Manager,Medium,12,December,3159.38,2329.3,745.74,80.61,87.46
714,115,MED115,Advisor,Medium,1,January,2348.42,1766.1,542.96,79.11,0.0
714,115,MED115,Advisor,Medium,2,February,2533.01,1840.14,602.67,84.22,0.0
714,115,MED115,Advisor,Medium,3,March,2507.58,1947.95,616.77,84.93,0.0
714,115,MED115,Advisor,Medium,4,April,2579.1,1907.35,579.4,82.96,0.0
714,115,MED115,Advisor,Medium,5,May,2619.37,1923.6,607.9,85.95,0.0
714,115,MED115,Advisor,Medium,6,June,2509.04,1815.77,593.32,84.31,0.0
714,115,MED115,Advisor,Medium,7,July,2427.3,1750.82,582.94,79.87,0.0
714,115,MED115,Advisor,Medium,8,August,2408.27,1666.93,530.3,76.99,0.0
714,115,MED115,Advisor,Medium,9,September,2240.72,1723.12,543.7,77.5,0.0
714,115,MED115,Advisor,Medium,10,October,2329.15,1701.5,523.62,74.22,0.0
714,115,MED115,Advisor,Medium,11,November,2185.36,1673.59,555.74,74.75,0.0
714,115,MED115,Advisor,Medium,12,December,2411.7,1817.14,544.19,77.54,0.0
715,115,MED115,Advisor,Medium,1,January,2363.82,1851.46,550.1,82.12,0.0
715,115,MED115,Advisor,Medium,2,February,2553.6,1786.11,554.57,83.12,0.0
715,115,MED115,Advisor,Medium,3,March,2592.35,1805.27,563.36,84.43,0.0
715,115,MED115,Advisor,Medium,4,April,2420.31,1945.93,614.19,85.76,0.0
715,115,MED115,Advisor,Medium,5,May,2595.58,1929.81,614.46,83.2,0.0
715,115,MED115,Advisor,Medium,6,June,2495.82,1817.8,600.09,83.16,0.0
715,115,MED115,Advisor,Medium,7,July,2324.63,1881.82,560.07,78.27,0.0
715,115,MED115,Advisor,Medium,8,August,2444.38,1744.31,561.76,76.57,0.0
715,115,MED115,Advisor,Medium,9,September,2216.59,1697.02,553.07,76.91,0.0
715,115,MED115,Advisor,Medium,10,October,2242.64,1665.53,522.14,76.03,0.0
715,115,MED115,Advisor,Medium,11,November,2229.0,1688.9,539.03,76.78,0.0
715,115,MED115,Advisor,Medium,12,December,2305.84,1749.13,547.96,77.0,0.0
716,115,MED115,Advisor,Medium,1,January,2354.57,1873.0,538.59,80.11,0.0
716,115,MED115,Advisor,Medium,2,February,2483.78,1819.61,584.77,81.28,0.0
716,115,MED115,Advisor,Medium,3,March,2442.22,1815.48,566.86,82.05,0.0
716,115,MED115,Advisor,Medium,4,April,2651.84,1990.92,594.99,85.79,0.0
716,115,MED115,Advisor,Medium,5,May,2542.79,1945.25,575.54,81.9,0.0
716,115,MED115,Advisor,Medium,6,June,2380.35,1910.85,585.28,83.94,0.0
716,115,MED115,Advisor,Medium,7,July,2448.06,1726.78,549.55,79.88,0.0
716,115,MED115,Advisor,Medium,8,August,2443.01,1810.57,530.93,75.87,0.0
716,115,MED115,Advisor,Medium,9,September,2174.38,1747.24,513.53,75.03,0.0
716,115,MED115,Advisor,Medium,10,October,2177.97,1752.21,525.23,72.98,0.0
716,115,MED115,Advisor,Medium,11,November,2332.04,1628.52,513.94,75.92,0.0
716,115,MED115,Advisor,Medium,12,December,2316.04,1786.55,538.3,76.61,0.0
717,115,MED115,Teller,Medium,1,January,0.0,0.0,737.17,80.09,0.0
717,115,MED115,Teller,Medium,2,February,0.0,0.0,786.89,81.12,0.0
717,115,MED115,Teller,Medium,3,March,0.0,0.0,811.29,79.6,0.0
717,115,MED115,Teller,Medium,4,April,0.0,0.0,755.5,83.94,0.0
717,115,MED115,Teller,Medium,5,May,0.0,0.0,789.97,84.4,0.0
717,115,MED115,Teller,Medium,6,June,0.0,0.0,739.95,82.62,0.0
717,115,MED115,Teller,Medium,7,July,0.0,0.0,735.52,77.34,0.0
717,115,MED115,Teller,Medium,8,August,0.0,0.0,728.87,76.51,0.0
717,115,MED115,Teller,Medium,9,September,0.0,0.0,715.61,74.37,0.0
717,115,MED115,Teller,Medium,10,October,0.0,0.0,660.95,75.18,0.0
717,115,MED115,Teller,Medium,11,November,0.0,0.0,712.7,74.18,0.0
717,115,MED115,Teller,Medium,12,December,0.0,0.0,703.16,76.5,0.0
718,115,MED115,Teller,Medium,1,January,0.0,0.0,747.36,76.9,0.0
718,115,MED115,Teller,Medium,2,February,0.0,0.0,761.48,80.85,0.0
718,115,MED115,Teller,Medium,3,March,0.0,0.0,773.1,84.0,0.0
718,115,MED115,Teller,Medium,4,April,0.0,0.0,785.78,80.26,0.0
718,115,MED115,Teller,Medium,5,May,0.0,0.0,785.77,82.23,0.0
718,115,MED115,Teller,Medium,6,June,0.0,0.0,734.68,79.22,0.0
718,115,MED115,Teller,Medium,7,July,0.0,0.0,713.91,76.51,0.0
718,115,MED115,Teller,Medium,8,August,0.0,0.0,710.53,73.48,0.0
718,115,MED115,Teller,Medium,9,September,0.0,0.0,681.7,76.04,0.0
718,115,MED115,Teller,Medium,10,October,0.0,0.0,695.24,72.11,0.0
718,115,MED115,Teller,Medium,11,November,0.0,0.0,728.27,75.5,0.0
718,115,MED115,Teller,Medium,12,December,0.0,0.0,729.82,74.54,0.0
719,115,MED115,Teller,Medium,1,January,0.0,0.0,772.38,76.44,0.0
719,115,MED115,Teller,Medium,2,February,0.0,0.0,733.76,80.35,0.0
719,115,MED115,Teller,Medium,3,March,0.0,0.0,770.29,82.55,0.0
719,115,MED115,Teller,Medium,4,April,0.0,0.0,752.54,82.72,0.0
719,115,MED115,Teller,Medium,5,May,0.0,0.0,758.2,80.71,0.0
719,115,MED115,Teller,Medium,6,June,0.0,0.0,775.99,78.79,0.0
719,115,MED115,Teller,Medium,7,July,0.0,0.0,725.34,77.75,0.0
719,115,MED115,Teller,Medium,8,August,0.0,0.0,700.87,75.73,0.0
719,115,MED115,Teller,Medium,9,September,0.0,0.0,701.02,72.9,0.0
719,115,MED115,Teller,Medium,10,October,0.0,0.0,703.48,74.91,0.0
719,115,MED115,Teller,Medium,11,November,0.0,0.0,726.78,73.35,0.0
719,115,MED115,Teller,Medium,12,December,0.0,0.0,742.19,77.23,0.0
720,115,MED115,Teller,Medium,1,January,0.0,0.0,776.64,75.9,0.0
720,115,MED115,Teller,Medium,2,February,0.0,0.0,742.88,81.01,0.0
720,115,MED115,Teller,Medium,3,March,0.0,0.0,791.23,81.97,0.0
720,115,MED115,Teller,Medium,4,April,0.0,0.0,779.83,82.61,0.0
720,115,MED115,Teller,Medium,5,May,0.0,0.0,775.95,80.75,0.0
720,115,MED115,Teller,Medium,6,June,0.0,0.0,762.11,82.61,0.0
720,115,MED115,Teller,Medium,7,July,0.0,0.0,771.84,79.16,0.0
720,115,MED115,Teller,Medium,8,August,0.0,0.0,705.35,76.09,0.0
720,115,MED115,Teller,Medium,9,September,0.0,0.0,673.82,74.44,0.0
720,115,MED115,Teller,Medium,10,October,0.0,0.0,671.49,74.1,0.0
720,115,MED115,Teller,Medium,11,November,0.0,0.0,686.1,71.89,0.0
720,115,MED115,Teller,Medium,12,December,0.0,0.0,700.73,73.99,0.0
721,116,MED116,Manager,Medium,1,January,3176.54,2385.12,756.03,83.96,89.71
721,116,MED116,Manager,Medium,2,February,3149.12,2363.29,779.5,86.13,90.05
721,116,MED116,Manager,Medium,3,March,3235.78,2376.25,765.23,87.26,94.42
721,116,MED116,Manager,Medium,4,April,3518.35,2433.1,774.08,84.54,94.93
721,116,MED116,Manager,Medium,5,May,3438.81,2508.19,759.8,86.8,95.28
721,116,MED116,Manager,Medium,6,June,3298.67,2484.55,783.96,84.41,90.61
721,116,MED116,Manager,Medium,7,July,3167.54,2329.41,741.43,83.69,91.14
721,116,MED116,Manager,Medium,8,August,2965.04,2123.5,693.8,78.52,88.62
721,116,MED116,Manager,Medium,9,September,3139.52,2119.24,713.92,75.42,87.47
721,116,MED116,Manager,Medium,10,October,3026.07,2102.41,669.21,77.23,86.15
721,116,MED116,Manager,Medium,11,November,2918.57,2141.27,688.43,78.6,87.85
721,116,MED116,Manager,Medium,12,December,3009.63,2258.97,685.84,81.16,87.35
722,116,MED116,Advisor,Medium,1,January,2485.45,1711.76,574.08,78.89,0.0
722,116,MED116,Advisor,Medium,2,February,2576.22,1843.07,560.65,80.67,0.0
722,116,MED116,Advisor,Medium,3,March,2491.67,1930.33,606.46,83.0,0.0
722,116,MED116,Advisor,Medium,4,April,2576.3,1998.49,607.41,82.81,0.0
722,116,MED116,Advisor,Medium,5,May,2524.36,1867.96,609.58,84.49,0.0
722,116,MED116,Advisor,Medium,6,June,2520.01,1880.35,555.64,84.05,0.0
722,116,MED116,Advisor,Medium,7,July,2429.26,1735.79,561.23,81.84,0.0
722,116,MED116,Advisor,Medium,8,August,2345.47,1752.9,527.48,77.96,0.0
722,116,MED116,Advisor,Medium,9,September,2256.99,1626.47,554.86,77.35,0.0
722,116,MED116,Advisor,Medium,10,October,2348.64,1761.0,540.53,75.39,0.0
722,116,MED116,Advisor,Medium,11,November,2293.22,1777.0,544.42,76.05,0.0
722,116,MED116,Advisor,Medium,12,December,2320.48,1725.02,549.3,77.78,0.0
723,116,MED116,Advisor,Medium,1,January,2489.59,1756.15,578.22,80.42,0.0
723,116,MED116,Advisor,Medium,2,February,2435.18,1769.14,567.75,83.24,0.0
723,116,MED116,Advisor,Medium,3,March,2643.84,1860.0,611.95,82.79,0.0
723,116,MED116,Advisor,Medium,4,April,2669.14,1955.11,595.11,82.95,0.0
723,116,MED116,Advisor,Medium,5,May,2442.76,1841.32,567.37,84.87,0.0
723,116,MED116,Advisor,Medium,6,June,2589.7,1910.07,575.92,84.41,0.0
723,116,MED116,Advisor,Medium,7,July,2307.51,1771.89,585.35,79.94,0.0
723,116,MED116,Advisor,Medium,8,August,2437.68,1814.21,524.04,75.59,0.0
723,116,MED116,Advisor,Medium,9,September,2222.14,1670.15,543.02,75.31,0.0
723,116,MED116,Advisor,Medium,10,October,2265.51,1678.12,523.2,74.59,0.0
723,116,MED116,Advisor,Medium,11,November,2191.53,1696.36,510.18,76.17,0.0
723,116,MED116,Advisor,Medium,12,December,2306.44,1720.25,554.2,76.67,0.0
724,116,MED116,Advisor,Medium,1,January,2455.38,1824.92,556.66,81.9,0.0
724,116,MED116,Advisor,Medium,2,February,2500.12,1908.21,561.36,83.34,0.0
724,116,MED116,Advisor,Medium,3,March,2508.71,1917.33,589.33,82.11,0.0
724,116,MED116,Advisor,Medium,4,April,2609.29,1889.02,573.32,82.9,0.0
724,116,MED116,Advisor,Medium,5,May,2524.08,1941.22,582.59,81.73,0.0
724,116,MED116,Advisor,Medium,6,June,2552.83,1761.68,601.01,82.62,0.0
724,116,MED116,Advisor,Medium,7,July,2467.7,1714.2,559.0,80.97,0.0
724,116,MED116,Advisor,Medium,8,August,2438.04,1679.11,561.47,79.14,0.0
724,116,MED116,Advisor,Medium,9,September,2254.5,1702.48,517.64,76.24,0.0
724,116,MED116,Advisor,Medium,10,October,2311.3,1642.56,509.74,74.38,0.0
724,116,MED116,Advisor,Medium,11,November,2181.65,1655.08,537.54,74.25,0.0
724,116,MED116,Advisor,Medium,12,December,2415.11,1771.92,563.5,76.51,0.0
725,116,MED116,Teller,Medium,1,January,0.0,0.0,723.96,77.92,0.0
725,116,MED116,Teller,Medium,2,February,0.0,0.0,769.8,78.77,0.0
725,116,MED116,Teller,Medium,3,March,0.0,0.0,792.93,84.13,0.0
725,116,MED116,Teller,Medium,4,April,0.0,0.0,775.92,82.12,0.0
725,116,MED116,Teller,Medium,5,May,0.0,0.0,807.04,82.94,0.0
725,116,MED116,Teller,Medium,6,June,0.0,0.0,798.3,82.12,0.0
725,116,MED116,Teller,Medium,7,July,0.0,0.0,712.69,80.23,0.0
725,116,MED116,Teller,Medium,8,August,0.0,0.0,747.37,75.86,0.0
725,116,MED116,Teller,Medium,9,September,0.0,0.0,708.57,72.51,0.0
725,116,MED116,Teller,Medium,10,October,0.0,0.0,672.04,72.91,0.0
725,116,MED116,Teller,Medium,11,November,0.0,0.0,705.43,73.35,0.0
725,116,MED116,Teller,Medium,12,December,0.0,0.0,709.82,74.16,0.0
726,116,MED116,Teller,Medium,1,January,0.0,0.0,717.78,77.14,0.0
726,116,MED116,Teller,Medium,2,February,0.0,0.0,746.05,79.04,0.0
726,116,MED116,Teller,Medium,3,March,0.0,0.0,810.59,80.84,0.0
726,116,MED116,Teller,Medium,4,April,0.0,0.0,814.66,80.86,0.0
726,116,MED116,Teller,Medium,5,May,0.0,0.0,815.84,82.25,0.0
726,116,MED116,Teller,Medium,6,June,0.0,0.0,760.79,80.91,0.0
726,116,MED116,Teller,Medium,7,July,0.0,0.0,737.52,76.63,0.0
726,116,MED116,Teller,Medium,8,August,0.0,0.0,735.44,73.62,0.0
726,116,MED116,Teller,Medium,9,September,0.0,0.0,672.11,73.89,0.0
726,116,MED116,Teller,Medium,10,October,0.0,0.0,678.76,71.61,0.0
726,116,MED116,Teller,Medium,11,November,0.0,0.0,693.19,74.23,0.0
726,116,MED116,Teller,Medium,12,December,0.0,0.0,740.28,73.7,0.0
727,116,MED116,Teller,Medium,1,January,0.0,0.0,776.4,79.17,0.0
727,116,MED116,Teller,Medium,2,February,0.0,0.0,793.19,79.19,0.0
727,116,MED116,Teller,Medium,3,March,0.0,0.0,792.73,82.71,0.0
727,116,MED116,Teller,Medium,4,April,0.0,0.0,749.46,84.56,0.0
727,116,MED116,Teller,Medium,5,May,0.0,0.0,782.25,83.08,0.0
727,116,MED116,Teller,Medium,6,June,0.0,0.0,789.92,82.21,0.0
727,116,MED116,Teller,Medium,7,July,0.0,0.0,706.5,79.92,0.0
727,116,MED116,Teller,Medium,8,August,0.0,0.0,690.35,74.1,0.0
727,116,MED116,Teller,Medium,9,September,0.0,0.0,685.35,73.0,0.0
727,116,MED116,Teller,Medium,10,October,0.0,0.0,704.31,72.21,0.0
727,116,MED116,Teller,Medium,11,November,0.0,0.0,689.64,75.2,0.0
727,116,MED116,Teller,Medium,12,December,0.0,0.0,708.84,76.42,0.0
728,116,MED116,Teller,Medium,1,January,0.0,0.0,726.63,76.04,0.0
728,116,MED116,Teller,Medium,2,February,0.0,0.0,754.91,80.26,0.0
728,116,MED116,Teller,Medium,3,March,0.0,0.0,804.61,84.31,0.0
728,116,MED116,Teller,Medium,4,April,0.0,0.0,793.6,83.79,0.0
728,116,MED116,Teller,Medium,5,May,0.0,0.0,770.66,81.0,0.0
728,116,MED116,Teller,Medium,6,June,0.0,0.0,775.83,78.81,0.0
728,116,MED116,Teller,Medium,7,July,0.0,0.0,727.63,78.77,0.0
728,116,MED116,Teller,Medium,8,August,0.0,0.0,687.0,76.29,0.0
