employee_id,branch_id,month_number,month_name,survey_response_count,lei_score
680,110,9,September,15,3.65
680,110,10,October,6,3.85
680,110,11,November,9,3.89
680,110,12,December,11,3.95
681,111,1,January,4,4.34
681,111,2,February,4,4.02
681,111,3,March,15,4.28
681,111,4,April,7,4.14
681,111,5,May,6,4.43
681,111,6,June,10,3.67
681,111,7,July,9,3.81
681,111,8,August,14,3.89
681,111,9,September,8,4.23
681,111,10,October,12,3.89
681,111,11,November,8,3.69
681,111,12,December,12,3.82
682,111,1,January,6,3.83
682,111,2,February,12,4.33
682,111,3,March,13,3.94
682,111,4,April,5,4.38
682,111,5,May,4,3.96
682,111,6,June,10,4.2
682,111,7,July,9,3.75
682,111,8,August,8,3.87
682,111,9,September,5,3.97
682,111,10,October,11,4.09
682,111,11,November,13,3.95
682,111,12,December,13,3.73
683,111,1,January,5,4.23
683,111,2,February,5,4.19
683,111,3,March,12,3.92
683,111,4,April,7,3.95
683,111,5,May,7,3.71
683,111,6,June,8,3.98
683,111,7,July,7,4.07
683,111,8,August,5,4.25
683,111,9,September,5,3.83
683,111,10,October,4,3.74
683,111,11,November,7,3.53
683,111,12,December,6,3.92
684,111,1,January,5,3.98
684,111,2,February,14,4.66
684,111,3,March,12,4.21
684,111,4,April,11,4.42
684,111,5,May,8,4.31
684,111,6,June,10,3.89
684,111,7,July,13,4.41
684,111,8,August,11,4.48
684,111,9,September,4,3.93
684,111,10,October,5,3.7
684,111,11,November,14,3.82
684,111,12,December,5,3.85
685,111,1,January,10,3.92
685,111,2,February,6,4.15
685,111,3,March,5,3.93
685,111,4,April,9,4.19
685,111,5,May,7,4.21
685,111,6,June,9,3.96
685,111,7,July,5,3.83
685,111,8,August,8,3.91
685,111,9,September,10,3.6
685,111,10,October,8,3.44
685,111,11,November,11,3.98
685,111,12,December,10,3.64
686,111,1,January,8,3.73
686,111,2,February,11,4.09
686,111,3,March,4,4.33
686,111,4,April,10,3.97
686,111,5,May,9,4.36
686,111,6,June,15,3.53
686,111,7,July,13,4.04
686,111,8,August,7,3.59
686,111,9,September,13,3.62
686,111,10,October,5,3.1
686,111,11,November,14,3.22
686,111,12,December,12,3.68
687,111,1,January,5,3.7
687,111,2,February,5,4.09
687,111,3,March,4,3.97
687,111,4,April,6,3.84
687,111,5,May,10,3.73
687,111,6,June,5,3.99
687,111,7,July,7,3.82
687,111,8,August,7,3.53
687,111,9,September,14,3.64
687,111,10,October,8,3.48
687,111,11,November,4,3.16
687,111,12,December,13,3.29
688,111,1,January,8,4.03
688,111,2,February,15,4.14
688,111,3,March,8,3.83
688,111,4,April,9,3.98
688,111,5,May,14,3.86
688,111,6,June,10,3.63
688,111,7,July,8,3.95
688,111,8,August,5,3.92
688,111,9,September,11,3.82
688,111,10,October,8,3.81
688,111,11,November,4,4.01
688,111,12,December,6,3.98
689,112,1,January,14,4.26
689,112,2,February,4,4.63
689,112,3,March,5,4.33
689,112,4,April,13,4.25
689,112,5,May,6,4.39
689,112,6,June,4,4.39
689,112,7,July,5,4.32
689,112,8,August,15,4.0
689,112,9,September,10,3.77
689,112,10,October,15,3.8
689,112,11,November,10,3.75
689,112,12,December,15,3.94
690,112,1,January,11,3.88
690,112,2,February,12,4.13
690,112,3,March,11,4.56
690,112,4,April,5,4.16
690,112,5,May,11,4.33
690,112,6,June,14,4.66
690,112,7,July,5,3.84
690,112,8,August,15,3.95
690,112,9,September,12,4.07
690,112,10,October,12,3.86
690,112,11,November,12,3.65
690,112,12,December,7,4.2
691,112,1,January,10,4.01
691,112,2,February,12,3.67
691,112,3,March,6,3.51
691,112,4,April,6,4.14
691,112,5,May,13,4.57
691,112,6,June,7,4.27
691,112,7,July,11,3.74
691,112,8,August,8,3.18
691,112,9,September,6,3.69
691,112,10,October,15,3.98
691,112,11,November,14,4.14
691,112,12,December,11,3.98
692,112,1,January,15,4.25
692,112,2,February,9,4.46
692,112,3,March,8,3.99
692,112,4,April,10,4.14
692,112,5,May,13,4.03
692,112,6,June,5,4.26
692,112,7,July,14,3.98
692,112,8,August,6,3.97
692,112,9,September,13,3.84
692,112,10,October,4,3.79
692,112,11,November,10,3.83
692,112,12,December,15,3.97
693,112,1,January,4,3.98
693,112,2,February,9,3.77
693,112,3,March,12,4.09
693,112,4,April,7,3.76
693,112,5,May,12,4.07
693,112,6,June,9,3.67
693,112,7,July,14,4.07
693,112,8,August,4,3.95
693,112,9,September,4,3.46
693,112,10,October,12,3.45
693,112,11,November,11,3.68
693,112,12,December,10,3.77
694,112,1,January,13,3.9
694,112,2,February,4,3.73
694,112,3,March,12,3.61
694,112,4,April,6,3.87
694,112,5,May,4,4.01
694,112,6,June,13,4.17
694,112,7,July,11,3.26
694,112,8,August,12,4.03
694,112,9,September,12,3.76
694,112,10,October,4,3.54
694,112,11,November,15,3.82
694,112,12,December,13,4.16
695,112,1,January,5,3.88
695,112,2,February,11,4.47
695,112,3,March,9,4.27
695,112,4,April,9,4.13
695,112,5,May,8,4.18
695,112,6,June,9,4.11
695,112,7,July,8,3.15
695,112,8,August,7,3.8
695,112,9,September,5,3.65
695,112,10,October,9,3.94
695,112,11,November,5,3.52
695,112,12,December,6,3.72
696,112,1,January,12,3.94
696,112,2,February,11,4.22
696,112,3,March,11,4.09
696,112,4,April,10,4.41
696,112,5,May,15,4.04
696,112,6,June,13,4.09
696,112,7,July,15,3.84
696,112,8,August,8,4.43
696,112,9,September,13,3.46
696,112,10,October,7,3.76
696,112,11,November,11,3.65
696,112,12,December,13,3.56
697,113,1,January,4,4.14
697,113,2,February,5,4.22
697,113,3,March,9,4.42
697,113,4,April,8,4.46
697,113,5,May,13,4.46
697,113,6,June,9,4.68
697,113,7,July,15,4.05
697,113,8,August,14,4.04
697,113,9,September,13,3.59
697,113,10,October,8,3.81
697,113,11,November,13,3.76
697,113,12,December,11,3.95
698,113,1,January,5,4.02
698,113,2,February,5,3.97
698,113,3,March,9,4.09
698,113,4,April,12,4.34
698,113,5,May,10,3.75
698,113,6,June,9,3.97
698,113,7,July,8,4.04
698,113,8,August,11,3.84
698,113,9,September,5,4.08
698,113,10,October,4,3.68
698,113,11,November,9,3.79
698,113,12,December,8,3.67
699,113,1,January,14,4.52
699,113,2,February,11,4.31
699,113,3,March,8,4.21
699,113,4,April,12,4.83
699,113,5,May,12,3.91
699,113,6,June,7,4.23
699,113,7,July,14,3.89
699,113,8,August,15,3.67
699,113,9,September,10,3.79
699,113,10,October,6,3.88
699,113,11,November,6,3.92
699,113,12,December,6,3.54
700,113,1,January,15,3.68
700,113,2,February,13,4.35
700,113,3,March,5,3.72
700,113,4,April,14,3.85
700,113,5,May,10,4.67
700,113,6,June,5,3.81
700,113,7,July,12,4.43
700,113,8,August,7,3.87
700,113,9,September,11,3.97
700,113,10,October,14,3.67
700,113,11,November,14,3.81
700,113,12,December,8,3.97
701,113,1,January,13,4.13
701,113,2,February,6,3.85
701,113,3,March,6,3.81
701,113,4,April,6,4.3
701,113,5,May,12,3.95
701,113,6,June,11,4.12
701,113,7,July,15,3.97
701,113,8,August,15,3.68
701,113,9,September,10,3.88
701,113,10,October,14,3.62
701,113,11,November,4,3.81
701,113,12,December,4,4.25
702,113,1,January,14,3.58
702,113,2,February,14,4.43
702,113,3,March,7,4.05
702,113,4,April,9,3.99
702,113,5,May,7,4.44
702,113,6,June,12,3.88
702,113,7,July,12,4.27
702,113,8,August,15,4.22
702,113,9,September,5,3.41
702,113,10,October,4,3.74
702,113,11,November,7,3.82
702,113,12,December,6,3.13
703,113,1,January,15,4.36
703,113,2,February,9,4.37
703,113,3,March,7,3.99
703,113,4,April,6,4.55
703,113,5,May,4,4.1
703,113,6,June,15,3.68
703,113,7,July,11,3.96
703,113,8,August,5,3.62
703,113,9,September,14,3.65
703,113,10,October,12,3.98
703,113,11,November,7,3.75
703,113,12,December,11,3.71
704,113,1,January,13,4.35
704,113,2,February,4,4.05
704,113,3,March,12,4.02
704,113,4,April,4,4.18
704,113,5,May,5,4.48
704,113,6,June,14,3.81
704,113,7,July,9,4.26
704,113,8,August,13,3.77
704,113,9,September,13,3.45
704,113,10,October,12,3.96
704,113,11,November,11,3.81
704,113,12,December,4,3.54
705,114,1,January,6,3.94
705,114,2,February,5,4.08
705,114,3,March,8,3.78
705,114,4,April,4,3.76
705,114,5,May,13,4.16
705,114,6,June,9,4.2
705,114,7,July,10,3.81
705,114,8,August,4,3.6
705,114,9,September,5,3.41
705,114,10,October,13,4.13
705,114,11,November,7,4.34
705,114,12,December,11,3.72
706,114,1,January,5,3.89
706,114,2,February,9,4.02
706,114,3,March,6,3.79
706,114,4,April,11,4.47
706,114,5,May,10,4.42
706,114,6,June,13,4.07
706,114,7,July,13,3.9
706,114,8,August,12,3.73
706,114,9,September,7,3.75
706,114,10,October,8,3.87
706,114,11,November,10,4.02
706,114,12,December,7,3.97
707,114,1,January,12,4.09
707,114,2,February,12,4.61
707,114,3,March,13,4.87
707,114,4,April,7,3.88
707,114,5,May,14,4.62
707,114,6,June,7,4.18
707,114,7,July,8,3.95
707,114,8,August,8,3.5
707,114,9,September,9,3.72
707,114,10,October,14,3.61
707,114,11,November,4,3.5
707,114,12,December,6,4.02
708,114,1,January,9,3.98
708,114,2,February,7,4.2
708,114,3,March,9,4.13
708,114,4,April,6,4.35
708,114,5,May,10,3.92
708,114,6,June,5,4.11
708,114,7,July,8,4.13
708,114,8,August,10,3.86
708,114,9,September,11,4.32
708,114,10,October,9,4.07
708,114,11,November,14,3.82
708,114,12,December,7,3.95
709,114,1,January,4,3.94
709,114,2,February,13,3.87
709,114,3,March,6,4.33
709,114,4,April,7,4.61
709,114,5,May,11,4.18
709,114,6,June,10,4.09
709,114,7,July,6,3.9
709,114,8,August,12,3.95
709,114,9,September,11,3.33
709,114,10,October,14,3.28
709,114,11,November,6,3.62
709,114,12,December,5,3.6
710,114,1,January,10,3.97
710,114,2,February,8,4.01
710,114,3,March,8,4.26
710,114,4,April,6,4.33
710,114,5,May,13,3.81
710,114,6,June,4,4.26
710,114,7,July,7,3.7
710,114,8,August,14,3.41
710,114,9,September,8,3.85
710,114,10,October,10,3.72
710,114,11,November,10,3.92
710,114,12,December,15,3.9
711,114,1,January,10,3.68
711,114,2,February,11,3.76
711,114,3,March,4,4.41
711,114,4,April,7,4.39
711,114,5,May,10,4.12
711,114,6,June,10,3.82
711,114,7,July,8,4.2
711,114,8,August,10,4.04
711,114,9,September,9,3.8
711,114,10,October,15,3.85
711,114,11,November,5,3.69
711,114,12,December,6,3.58
712,114,1,January,9,3.75
712,114,2,February,10,3.86
712,114,3,March,5,4.08
712,114,4,April,13,4.22
712,114,5,May,12,4.39
712,114,6,June,11,3.63
712,114,7,July,7,3.75
712,114,8,August,7,3.68
712,114,9,September,10,3.53
712,114,10,October,11,3.37
712,114,11,November,14,3.49
712,114,12,December,14,3.77
713,115,1,January,9,4.01
713,115,2,February,13,4.1
713,115,3,March,10,4.67
713,115,4,April,11,4.43
713,115,5,May,11,3.87
713,115,6,June,5,3.92
713,115,7,July,11,4.27
713,115,8,August,13,3.85
713,115,9,September,11,4.1
713,115,10,October,5,3.77
713,115,11,November,10,3.71
713,115,12,December,13,4.21
714,115,1,January,8,3.81
714,115,2,February,8,3.9
714,115,3,March,10,4.03
714,115,4,April,15,4.45
714,115,5,May,9,4.73
714,115,6,June,5,4.47
714,115,7,July,5,4.03
714,115,8,August,9,3.95
714,115,9,September,10,3.77
714,115,10,October,7,3.2
714,115,11,November,9,3.61
714,115,12,December,9,4.2
715,115,1,January,8,4.23
715,115,2,February,6,4.27
715,115,3,March,15,4.37
715,115,4,April,10,3.86
715,115,5,May,6,4.11
715,115,6,June,5,4.47
715,115,7,July,10,3.83
715,115,8,August,4,3.87
715,115,9,September,8,3.86
715,115,10,October,5,3.78
715,115,11,November,6,3.83
715,115,12,December,7,3.83
716,115,1,January,13,3.49
716,115,2,February,9,3.99
716,115,3,March,11,4.23
716,115,4,April,9,4.21
716,115,5,May,15,4.09
716,115,6,June,7,4.06
716,115,7,July,15,3.96
716,115,8,August,8,3.32
716,115,9,September,14,3.89
716,115,10,October,4,3.61
716,115,11,November,5,3.25
716,115,12,December,4,3.84
717,115,1,January,6,4.02
717,115,2,February,5,4.63
717,115,3,March,7,4.2
717,115,4,April,13,4.08
717,115,5,May,9,4.55
717,115,6,June,13,4.2
717,115,7,July,4,3.75
717,115,8,August,14,4.05
717,115,9,September,8,3.74
717,115,10,October,9,4.07
717,115,11,November,15,3.64
717,115,12,December,9,3.83
718,115,1,January,13,3.5
718,115,2,February,15,4.87
718,115,3,March,5,3.92
718,115,4,April,10,3.71
718,115,5,May,8,4.06
718,115,6,June,9,3.97
718,115,7,July,10,4.27
718,115,8,August,10,3.39
718,115,9,September,14,3.75
718,115,10,October,8,3.88
718,115,11,November,8,3.77
718,115,12,December,13,3.59
719,115,1,January,12,4.01
719,115,2,February,12,4.43
719,115,3,March,13,4.37
719,115,4,April,6,3.87
719,115,5,May,4,4.39
719,115,6,June,15,3.56
719,115,7,July,4,3.92
719,115,8,August,8,3.79
719,115,9,September,11,3.43
719,115,10,October,5,3.88
719,115,11,November,14,3.58
719,115,12,December,11,3.65
720,115,1,January,7,3.47
720,115,2,February,6,4.03
720,115,3,March,11,4.24
720,115,4,April,5,3.91
720,115,5,May,5,3.91
720,115,6,June,10,4.28
720,115,7,July,6,3.9
720,115,8,August,6,3.56
720,115,9,September,9,3.84
720,115,10,October,7,3.89
720,115,11,November,5,3.69
720,115,12,December,14,3.41
721,116,1,January,4,4.21
721,116,2,February,11,4.28
721,116,3,March,15,4.38
721,116,4,April,15,3.95
721,116,5,May,6,4.49
721,116,6,June,4,4.13
721,116,7,July,12,4.18
721,116,8,August,9,4.17
721,116,9,September,11,4.05
721,116,10,October,9,3.83
721,116,11,November,15,4.18
721,116,12,December,8,4.02
722,116,1,January,6,3.5
722,116,2,February,9,4.32
722,116,3,March,12,4.29
722,116,4,April,14,4.22
722,116,5,May,4,4.34
722,116,6,June,9,4.12
722,116,7,July,6,4.04
722,116,8,August,14,3.82
722,116,9,September,6,3.83
722,116,10,October,11,3.95
722,116,11,November,13,3.82
722,116,12,December,7,3.55
723,116,1,January,4,4.11
723,116,2,February,8,4.25
723,116,3,March,6,3.84
723,116,4,April,15,4.39
723,116,5,May,11,4.2
723,116,6,June,13,3.83
723,116,7,July,5,4.14
723,116,8,August,8,3.77
723,116,9,September,5,3.3
723,116,10,October,15,3.5
723,116,11,November,15,3.58
723,116,12,December,10,3.89
724,116,1,January,4,4.34
724,116,2,February,6,4.03
724,116,3,March,12,4.12
724,116,4,April,7,4.4
724,116,5,May,14,3.93
724,116,6,June,7,3.82
724,116,7,July,7,4.35
724,116,8,August,9,4.2
724,116,9,September,9,3.87
724,116,10,October,6,3.34
724,116,11,November,12,3.72
724,116,12,December,14,3.75
725,116,1,January,13,4.2
725,116,2,February,11,4.08
725,116,3,March,9,4.22
725,116,4,April,12,4.06
725,116,5,May,13,4.19
725,116,6,June,14,3.81
725,116,7,July,7,3.46
725,116,8,August,9,3.42
725,116,9,September,14,3.77
725,116,10,October,6,3.36
725,116,11,November,14,3.57
725,116,12,December,5,3.36
726,116,1,January,13,3.48
726,116,2,February,14,4.12
726,116,3,March,7,4.33
726,116,4,April,15,3.79
726,116,5,May,4,4.11
726,116,6,June,9,3.7
726,116,7,July,11,3.91
726,116,8,August,6,4.25
726,116,9,September,8,3.89
726,116,10,October,6,3.78
726,116,11,November,15,3.8
726,116,12,December,15,3.94
727,116,1,January,14,4.26
727,116,2,February,4,3.95
727,116,3,March,4,3.82
727,116,4,April,14,4.64
727,116,5,May,15,3.95
727,116,6,June,15,3.67
727,116,7,July,11,4.13
727,116,8,August,13,3.27
727,116,9,September,11,3.67
727,116,10,October,10,3.39
727,116,11,November,5,3.8
727,116,12,December,5,3.82
728,116,1,January,12,3.43
728,116,2,February,9,3.47
728,116,3,March,13,4.4
728,116,4,April,15,4.44
728,116,5,May,9,4.11
728,116,6,June,13,3.7
728,116,7,July,6,3.71
728,116,8,August,15,4.4
728,116,9,September,5,4.11
728,116,10,October,8,3.8
728,116,11,November,15,3.48
728,116,12,December,11,3.51
729,117,1,January,5,4.34
729,117,2,February,6,3.66
729,117,3,March,9,3.97
729,117,4,April,6,4.51
729,117,5,May,7,4.65
729,117,6,June,14,4.0
729,117,7,July,10,4.25
729,117,8,August,11,4.1
729,117,9,September,8,3.83
729,117,10,October,12,3.97
729,117,11,November,11,3.89
729,117,12,December,12,3.91
730,117,1,January,15,4.35
730,117,2,February,6,4.36
730,117,3,March,8,3.91
730,117,4,April,8,4.37
730,117,5,May,12,4.14
730,117,6,June,13,4.19
730,117,7,July,8,4.11
730,117,8,August,8,3.98
730,117,9,September,9,3.53
730,117,10,October,15,3.98
730,117,11,November,5,3.19
730,117,12,December,8,3.44
731,117,1,January,11,4.16
731,117,2,February,12,3.65
731,117,3,March,8,4.39
731,117,4,April,10,4.19
731,117,5,May,4,4.17
731,117,6,June,6,3.71
731,117,7,July,9,4.0
731,117,8,August,6,4.01
731,117,9,September,9,4.07
731,117,10,October,14,3.94
731,117,11,November,6,3.16
731,117,12,December,6,3.65
732,117,1,January,11,4.25
732,117,2,February,11,4.11
732,117,3,March,14,4.04
732,117,4,April,6,3.7
732,117,5,May,11,4.21
732,117,6,June,15,4.08
732,117,7,July,9,4.07
732,117,8,August,12,3.99
732,117,9,September,11,4.17
732,117,10,October,8,3.8
732,117,11,November,12,3.64
732,117,12,December,11,3.59
733,117,1,January,13,3.31
733,117,2,February,12,3.97
733,117,3,March,13,4.03
733,117,4,April,6,3.98
733,117,5,May,12,4.2
733,117,6,June,5,3.8
733,117,7,July,8,3.72
733,117,8,August,15,3.73
733,117,9,September,7,3.94
733,117,10,October,13,4.12
733,117,11,November,6,3.8
733,117,12,December,7,3.43
734,117,1,January,4,4.15
734,117,2,February,13,3.95
734,117,3,March,9,3.79
734,117,4,April,13,4.23
734,117,5,May,10,4.14
734,117,6,June,7,3.74
734,117,7,July,10,3.89
734,117,8,August,15,3.82
734,117,9,September,13,3.96
734,117,10,October,5,3.84
734,117,11,November,12,4.12
734,117,12,December,14,4.19
735,117,1,January,6,3.98
735,117,2,February,8,3.92
735,117,3,March,15,4.09
735,117,4,April,14,3.56
735,117,5,May,12,4.18
735,117,6,June,12,4.21
735,117,7,July,6,3.95
735,117,8,August,12,3.52
735,117,9,September,14,3.4
735,117,10,October,13,3.6
735,117,11,November,14,3.89
735,117,12,December,6,3.52
736,117,1,January,4,4.18
736,117,2,February,12,4.04
736,117,3,March,8,4.31
736,117,4,April,8,3.72
736,117,5,May,10,3.79
736,117,6,June,12,4.11
736,117,7,July,7,3.62
736,117,8,August,13,3.55
736,117,9,September,6,3.87
736,117,10,October,10,3.55
736,117,11,November,15,3.5
736,117,12,December,7,3.43
737,118,1,January,12,4.22
737,118,2,February,12,3.85
737,118,3,March,12,4.59
737,118,4,April,15,4.72
737,118,5,May,7,4.45
737,118,6,June,8,4.04
737,118,7,July,15,3.77
737,118,8,August,7,3.26
737,118,9,September,11,3.74
737,118,10,October,4,3.85
737,118,11,November,13,4.0
737,118,12,December,4,3.93
738,118,1,January,10,4.07
738,118,2,February,4,4.53
738,118,3,March,6,4.0
738,118,4,April,9,4.43
738,118,5,May,8,4.52
738,118,6,June,8,4.14
738,118,7,July,5,3.93
738,118,8,August,8,3.53
738,118,9,September,12,4.11
738,118,10,October,6,3.36
738,118,11,November,14,3.89
738,118,12,December,4,3.5
739,118,1,January,6,3.72
739,118,2,February,4,4.28
739,118,3,March,9,4.39
739,118,4,April,6,4.41
739,118,5,May,14,4.25
739,118,6,June,5,3.75
739,118,7,July,4,3.98
739,118,8,August,12,3.7
739,118,9,September,14,4.07
739,118,10,October,13,3.98
739,118,11,November,6,3.93
739,118,12,December,14,3.48
740,118,1,January,6,4.38
740,118,2,February,15,4.12
740,118,3,March,6,4.1
740,118,4,April,8,4.2
740,118,5,May,6,4.09
740,118,6,June,14,4.13
740,118,7,July,14,3.97
740,118,8,August,13,3.72
740,118,9,September,10,4.02
740,118,10,October,4,4.1
740,118,11,November,7,4.25
740,118,12,December,4,4.1
741,118,1,January,14,3.85
741,118,2,February,10,3.71
741,118,3,March,7,4.12
741,118,4,April,12,4.28
741,118,5,May,9,4.25
741,118,6,June,14,3.59
741,118,7,July,13,4.23
741,118,8,August,4,3.81
741,118,9,September,9,3.97
741,118,10,October,13,3.76
741,118,11,November,14,4.14
741,118,12,December,14,3.34
742,118,1,January,11,3.94
742,118,2,February,12,3.04
742,118,3,March,9,3.82
742,118,4,April,6,4.04
742,118,5,May,15,3.83
742,118,6,June,11,3.94
742,118,7,July,6,3.98
742,118,8,August,4,3.94
742,118,9,September,4,3.77
742,118,10,October,7,3.89
742,118,11,November,11,3.75
742,118,12,December,4,4.04
743,118,1,January,11,3.83
743,118,2,February,15,3.76
743,118,3,March,9,4.22
743,118,4,April,11,4.1
743,118,5,May,14,3.82
743,118,6,June,7,3.98
743,118,7,July,14,4.07
743,118,8,August,10,3.81
743,118,9,September,7,3.79
743,118,10,October,11,4.21
743,118,11,November,6,3.65
743,118,12,December,15,4.2
744,118,1,January,6,4.26
744,118,2,February,10,3.64
744,118,3,March,11,3.92
744,118,4,April,6,3.94
744,118,5,May,5,3.93
744,118,6,June,4,4.21
744,118,7,July,14,3.61
744,118,8,August,9,3.57
744,118,9,September,8,3.82
744,118,10,October,14,3.58
744,118,11,November,15,3.57
744,118,12,December,8,4.22
745,119,1,January,14,3.95
745,119,2,February,14,3.8
745,119,3,March,15,4.28
745,119,4,April,7,3.96
745,119,5,May,8,3.86
745,119,6,June,10,4.28
745,119,7,July,13,4.02
745,119,8,August,11,3.85
745,119,9,September,5,4.09
745,119,10,October,10,3.99
745,119,11,November,10,3.89
745,119,12,December,9,3.83
746,119,1,January,8,4.17
746,119,2,February,8,4.48
746,119,3,March,7,4.42
746,119,4,April,4,4.03
746,119,5,May,6,4.52
746,119,6,June,15,3.76
746,119,7,July,4,3.86
746,119,8,August,12,3.6
746,119,9,September,7,3.82
746,119,10,October,4,3.32
746,119,11,November,15,4.08
746,119,12,December,4,3.43
747,119,1,January,8,3.82
747,119,2,February,8,4.28
747,119,3,March,10,4.27
747,119,4,April,5,3.89
747,119,5,May,15,3.9
747,119,6,June,8,4.09
747,119,7,July,9,3.69
747,119,8,August,13,4.45
747,119,9,September,14,3.61
747,119,10,October,8,3.57
747,119,11,November,10,3.75
747,119,12,December,4,3.92
748,119,1,January,7,3.6
748,119,2,February,4,3.96
748,119,3,March,5,4.04
748,119,4,April,7,4.73
748,119,5,May,12,4.18
748,119,6,June,8,4.31
748,119,7,July,12,4.22
748,119,8,August,7,3.69
748,119,9,September,12,4.05
748,119,10,October,12,3.65
748,119,11,November,8,3.32
748,119,12,December,11,3.91
749,119,1,January,10,3.83
749,119,2,February,15,4.24
749,119,3,March,7,3.69
749,119,4,April,6,4.25
749,119,5,May,15,3.77
749,119,6,June,12,3.88
749,119,7,July,9,3.81
749,119,8,August,11,3.66
749,119,9,September,7,4.36
749,119,10,October,8,4.05
749,119,11,November,4,3.84
749,119,12,December,9,3.82
750,119,1,January,12,3.69
750,119,2,February,6,3.84
750,119,3,March,11,4.49
750,119,4,April,6,3.83
750,119,5,May,10,4.1
750,119,6,June,14,4.09
750,119,7,July,14,4.19
750,119,8,August,10,3.45
750,119,9,September,8,3.4
750,119,10,October,14,3.6
750,119,11,November,4,3.86
750,119,12,December,5,3.87
751,119,1,January,10,3.77
751,119,2,February,4,3.99
751,119,3,March,12,4.02
751,119,4,April,7,3.2
751,119,5,May,4,4.11
751,119,6,June,13,4.82
751,119,7,July,9,4.02
751,119,8,August,5,3.67
751,119,9,September,4,3.72
751,119,10,October,6,3.94
751,119,11,November,9,3.67
751,119,12,December,8,3.72
752,119,1,January,4,4.09
752,119,2,February,11,4.13
752,119,3,March,15,4.25
752,119,4,April,5,4.06
752,119,5,May,4,4.37
752,119,6,June,15,4.18
752,119,7,July,6,4.44
752,119,8,August,12,3.66
752,119,9,September,10,4.03
752,119,10,October,6,3.79
752,119,11,November,6,4.17
752,119,12,December,11,3.69
753,120,1,January,7,4.27
753,120,2,February,8,4.84
753,120,3,March,6,4.24
753,120,4,April,13,4.25
753,120,5,May,15,3.66
753,120,6,June,13,3.8
753,120,7,July,14,4.08
753,120,8,August,5,4.03
753,120,9,September,10,4.17
753,120,10,October,8,4.08
753,120,11,November,4,4.11
753,120,12,December,14,4.07
754,120,1,January,12,3.6
754,120,2,February,9,4.63
754,120,3,March,14,4.32
754,120,4,April,9,4.77
754,120,5,May,8,4.25
754,120,6,June,8,4.32
754,120,7,July,12,3.64
754,120,8,August,5,3.99
754,120,9,September,4,3.86
754,120,10,October,4,3.89
754,120,11,November,12,3.82
754,120,12,December,10,3.69
755,120,1,January,4,3.74
755,120,2,February,7,4.13
755,120,3,March,11,3.85
755,120,4,April,4,4.38
755,120,5,May,10,4.63
755,120,6,June,5,4.22
755,120,7,July,9,3.99
755,120,8,August,13,4.04
755,120,9,September,10,3.88
755,120,10,October,6,4.13
755,120,11,November,13,3.6
755,120,12,December,14,3.84
756,120,1,January,4,3.85
756,120,2,February,14,3.88
756,120,3,March,15,4.13
756,120,4,April,4,4.15
756,120,5,May,14,4.09
756,120,6,June,6,4.1
756,120,7,July,10,3.76
756,120,8,August,12,4.15
756,120,9,September,13,3.73
756,120,10,October,5,4.19
756,120,11,November,15,3.88
756,120,12,December,12,3.83
757,120,1,January,14,3.95
757,120,2,February,11,3.96
757,120,3,March,13,4.14
757,120,4,April,12,4.0
757,120,5,May,9,4.42
757,120,6,June,10,3.66
757,120,7,July,9,4.05
757,120,8,August,10,3.79
757,120,9,September,6,3.57
757,120,10,October,5,3.62
757,120,11,November,11,3.64
757,120,12,December,11,4.22
758,120,1,January,11,3.87
758,120,2,February,5,4.38
758,120,3,March,14,4.33
758,120,4,April,4,3.85
758,120,5,May,4,4.1
758,120,6,June,15,4.35
758,120,7,July,9,4.13
758,120,8,August,12,3.75
758,120,9,September,4,3.89
758,120,10,October,9,3.96
758,120,11,November,12,3.27
758,120,12,December,5,4.26
759,120,1,January,6,3.77
759,120,2,February,9,3.9
759,120,3,March,9,3.97
759,120,4,April,13,4.36
759,120,5,May,11,3.95
759,120,6,June,9,4.08
759,120,7,July,6,3.81
759,120,8,August,6,3.95
759,120,9,September,8,3.52
759,120,10,October,6,3.85
759,120,11,November,6,4.14
759,120,12,December,14,3.79
760,120,1,January,9,4.01
760,120,2,February,11,4.15
760,120,3,March,14,3.99
760,120,4,April,6,3.84
760,120,5,May,11,4.02
760,120,6,June,14,3.99
760,120,7,July,8,4.13
760,120,8,August,7,4.05
760,120,9,September,6,3.68
760,120,10,October,15,3.34
760,120,11,November,10,3.93
760,120,12,December,7,3.89
761,121,1,January,11,4.02
761,121,2,February,6,4.0
761,121,3,March,5,4.41
761,121,4,April,12,4.23
761,121,5,May,11,4.12
761,121,6,June,13,4.32
761,121,7,July,13,4.07
761,121,8,August,13,4.01
761,121,9,September,12,3.97
761,121,10,October,10,3.76
761,121,11,November,9,4.19
761,121,12,December,14,4.03
762,121,1,January,9,3.95
762,121,2,February,10,3.7
762,121,3,March,15,4.56
762,121,4,April,11,4.58
762,121,5,May,8,4.51
762,121,6,June,14,4.32
762,121,7,July,4,4.2
762,121,8,August,9,3.7
762,121,9,September,12,4.0
762,121,10,October,13,3.89
762,121,11,November,6,4.07
762,121,12,December,5,3.86
763,121,1,January,8,3.62
763,121,2,February,5,3.68
763,121,3,March,9,3.93
763,121,4,April,12,4.26
763,121,5,May,10,4.39
763,121,6,June,7,4.19
763,121,7,July,4,3.81
763,121,8,August,11,3.95
763,121,9,September,13,3.52
